#{"t_start": 1760917457.9332142, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,122,0.273818
-1.0,125,0.530691
-1.0,113,0.768317
1.0,27,0.824983
-1.0,118,1.070522
-1.0,72,1.221938
1.0,60,1.349936
-1.0,98,1.550603
-1.0,94,1.746104
1.0,113,1.982445
-1.0,131,2.25115
-1.0,84,2.4352
1.0,16,2.468699
-1.0,117,2.705835
-1.0,75,2.861336
-1.0,92,3.052981
-1.0,73,3.204065
-1.0,65,3.336804
1.0,1,3.339112
-1.0,74,3.49587
-1.0,105,3.71256
-1.0,157,4.036389
1.0,47,4.134056
1.0,45,4.227236
-1.0,91,15.627853
1.0,49,15.729683
1.0,19,15.770809
-1.0,81,15.943733
1.0,53,16.053591
-1.0,104,16.278767
-1.0,81,16.448778
-1.0,79,16.612704
1.0,1,16.615071
1.0,116,16.857531
-1.0,94,17.053334
-1.0,76,17.210148
-1.0,82,17.379213
1.0,49,17.481475
-1.0,74,17.634181
-1.0,86,17.814607
-1.0,109,18.039575
1.0,144,18.341397
-1.0,68,18.485818
1.0,136,18.777143
-1.0,86,18.956482
-1.0,92,19.147034
-1.0,80,19.312066
1.0,92,19.502178
1.0,31,19.568222
1.0,1,19.570526
1.0,69,19.713433
-1.0,88,31.15409
-1.0,126,31.415043
1.0,109,31.639525
1.0,1,31.641865
1.0,1,31.644179
-1.0,126,31.903796
-1.0,104,32.121019
-1.0,109,32.34508
-1.0,116,32.587637
-1.0,100,32.793977
-1.0,94,32.988358
-1.0,102,33.199851
-1.0,115,33.435595
-1.0,102,33.644398
1.0,1,33.646733
-1.0,74,33.798022
-1.0,100,34.005254
-1.0,94,34.196912
1.0,59,34.318492
1.0,167,34.662647
1.0,70,34.807786
-1.0,120,35.057068
-1.0,72,35.205537
-1.0,141,46.737113
-1.0,81,46.904747
1.0,82,47.073615
-1.0,147,47.373579
-1.0,79,47.53358
-1.0,118,47.77538
1.0,30,47.835283
-1.0,192,48.227011
-1.0,79,48.390126
-1.0,99,48.594971
1.0,68,48.734279
-1.0,74,48.886142
1.0,103,49.101397
1.0,1,49.103712
-1.0,80,49.267548
-1.0,124,49.524088
1.0,142,49.814849
-1.0,130,50.082239
1.0,64,50.217343
1.0,1,50.219612
-1.0,96,50.41385
1.0,91,50.600043
-1.0,80,62.021627
-1.0,95,62.216768
1.0,66,62.35271
-1.0,86,62.529606
-1.0,96,62.727295
-1.0,81,62.896867
1.0,1,62.899494
-1.0,86,63.077117
1.0,9,63.095559
-1.0,103,63.305659
1.0,6,63.31927
-1.0,111,63.552337
-1.0,99,63.755261
-1.0,82,63.937561
-1.0,94,64.156386
-1.0,93,64.366275
-1.0,137,64.681049
-1.0,102,64.898289
-1.0,109,65.126835
-1.0,110,65.349923
-1.0,112,65.580145
-1.0,107,65.80158
-1.0,85,65.97615
-1.0,108,66.198089
1.0,1,66.200399
-1.0,78,77.551377
-1.0,94,77.743477
1.0,91,77.930722
1.0,49,78.032973
-1.0,88,78.213589
-1.0,80,78.378826
1.0,72,78.530132
-1.0,113,78.763408
1.0,48,78.86254
-1.0,95,79.057795
-1.0,80,79.223795
-1.0,104,79.438106
1.0,9,79.456031
1.0,19,79.494873
-1.0,89,79.679689
-1.0,102,79.893623
1.0,1,79.895963
-1.0,84,80.069076
1.0,29,80.128578
-1.0,110,80.356959
-1.0,79,80.522739
1.0,36,80.596209
1.0,1,80.598498
1.0,89,80.785503
-1.0,93,80.975515
1.0,74,81.126705
1.0,59,81.251884
-1.0,119,81.496665
1.0,1,81.498988
1.0,69,81.641625
-1.0,99,93.043226
-1.0,274,93.607722
-1.0,263,94.147017
-1.0,119,94.38873
-1.0,140,94.679141
1.0,44,94.768076
1.0,77,94.929517
-1.0,126,95.188561
1.0,36,95.261815
1.0,137,95.545477
1.0,50,95.646291
1.0,59,95.770334
-1.0,104,95.984107
1.0,76,96.141246
1.0,49,96.243878
1.0,8,96.260434
1.0,24,96.311754
-1.0,115,96.549098
1.0,53,96.660144
1.0,71,96.805942
-1.0,58,96.925345
-1.0,196,108.470237
1.0,35,108.542708
-1.0,124,108.796708
-1.0,96,109.004146
-1.0,103,109.216678
-1.0,85,109.391317
1.0,84,109.56494
1.0,1,109.567185
-1.0,107,109.789015
1.0,1,109.791321
1.0,1,109.793635
1.0,62,109.923813
1.0,101,110.131548
1.0,1,110.133864
1.0,49,110.233651
-1.0,145,110.534182
-1.0,155,110.854145
1.0,75,111.01079
1.0,27,111.065197
1.0,46,111.16067
1.0,15,111.192132
1.0,62,111.32039
-1.0,76,111.476789
-1.0,93,111.667515
1.0,11,111.690786
-1.0,102,111.900538
1.0,15,111.931727
1.0,1,111.934039
-1.0,134,112.212383
1.0,17,112.246527
1.0,15,112.277669
-1.0,163,123.982219
1.0,60,124.105242
-1.0,113,124.339744
-1.0,111,124.567537
1.0,1,124.569833
-1.0,100,124.775136
1.0,76,124.931611
-1.0,96,125.130116
1.0,1,125.132427
1.0,77,125.291805
1.0,57,125.409146
1.0,59,125.531503
-1.0,85,125.705009
-1.0,129,125.970481
-1.0,135,126.249752
1.0,57,126.365303
-1.0,188,126.756101
-1.0,107,126.974005
1.0,76,127.130378
1.0,85,127.30804
-1.0,109,127.532297
-1.0,95,127.727522
