#{"t_start": 1760917457.9371667, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,89,0.202721
-1.0,81,0.368034
-1.0,123,0.62505
-1.0,81,0.793859
1.0,1,0.796104
1.0,1,0.798738
1.0,1,0.800966
-1.0,117,1.043147
1.0,95,1.244146
-1.0,85,1.422224
-1.0,82,1.593317
-1.0,128,1.859024
1.0,2,1.863702
-1.0,76,2.020141
1.0,80,2.185262
1.0,55,2.298631
1.0,51,2.412536
1.0,70,2.557301
-1.0,116,2.793132
-1.0,114,3.030177
-1.0,71,3.176766
1.0,39,3.258304
1.0,1,3.261032
-1.0,94,3.457188
-1.0,76,3.614338
-1.0,148,3.920441
-1.0,102,4.13078
1.0,1,4.13333
1.0,8,4.149682
-1.0,111,15.590452
-1.0,84,15.767582
-1.0,99,15.977567
-1.0,101,16.191416
1.0,23,16.242233
1.0,1,16.244984
1.0,1,16.247417
1.0,29,16.307965
-1.0,74,16.464014
-1.0,99,16.672317
-1.0,125,16.930501
1.0,49,17.032147
1.0,19,17.072122
-1.0,70,17.218053
-1.0,106,17.437366
-1.0,92,17.626211
1.0,46,17.72057
-1.0,125,17.981433
1.0,1,17.983766
-1.0,107,18.206149
-1.0,102,18.423122
-1.0,105,18.648305
-1.0,117,18.895148
-1.0,85,19.070369
-1.0,81,19.23814
1.0,1,19.240418
-1.0,126,19.500858
1.0,1,19.503158
-1.0,104,19.720822
-1.0,135,31.258862
-1.0,103,31.470995
1.0,101,31.679037
-1.0,108,31.902545
-1.0,77,32.0636
-1.0,99,32.268766
1.0,41,32.352248
1.0,1,32.354573
1.0,45,32.448302
-1.0,100,32.656516
-1.0,84,32.829014
-1.0,137,33.114606
-1.0,78,33.274765
-1.0,117,33.51455
1.0,1,33.516806
-1.0,87,33.693866
-1.0,149,34.001937
-1.0,87,34.179169
-1.0,86,34.357167
-1.0,68,34.496624
-1.0,98,34.698262
1.0,1,34.700528
-1.0,121,34.95111
-1.0,127,35.214095
-1.0,111,46.684652
-1.0,105,46.901483
-1.0,77,47.058889
-1.0,112,47.289206
-1.0,107,47.504866
-1.0,106,47.722516
-1.0,117,47.960638
-1.0,93,48.151411
-1.0,110,48.37584
1.0,85,48.552487
-1.0,84,48.723971
1.0,72,48.871959
1.0,1,48.874245
-1.0,85,49.053303
-1.0,84,49.225068
1.0,1,49.227345
-1.0,90,49.413492
1.0,89,49.596249
-1.0,124,49.849811
1.0,1,49.852127
1.0,62,49.980388
-1.0,72,50.130591
1.0,73,50.281999
-1.0,100,50.484663
1.0,1,50.487257
1.0,134,62.018359
-1.0,120,62.264659
-1.0,90,62.450575
-1.0,81,62.617533
-1.0,144,62.91685
-1.0,87,63.09686
1.0,91,63.281476
-1.0,124,63.542513
1.0,82,63.710824
-1.0,92,63.909293
-1.0,139,64.231381
-1.0,84,64.436985
-1.0,105,64.664021
1.0,1,64.666347
-1.0,106,64.892045
-1.0,135,65.172705
-1.0,122,65.422561
1.0,10,65.443386
1.0,81,65.611043
-1.0,128,65.87389
-1.0,72,66.021687
-1.0,71,66.1668
-1.0,120,77.604465
1.0,82,77.772925
-1.0,87,77.952469
-1.0,172,78.308122
1.0,36,78.381472
-1.0,84,78.557408
-1.0,96,78.755174
1.0,1,78.757508
-1.0,77,78.918127
-1.0,106,79.135361
-1.0,155,79.454768
-1.0,102,79.665696
-1.0,92,79.859118
-1.0,61,79.985122
-1.0,81,80.153115
-1.0,163,80.491371
-1.0,130,80.761787
-1.0,115,80.99857
-1.0,72,81.146544
-1.0,101,81.357171
-1.0,106,81.577643
-1.0,93,92.964634
1.0,1,92.966919
1.0,57,93.084739
-1.0,102,93.292184
1.0,55,93.40718
1.0,1,93.409481
1.0,108,93.63206
1.0,49,93.732897
-1.0,111,93.959724
1.0,54,94.071649
1.0,1,94.074232
-1.0,82,94.241092
-1.0,140,94.53033
-1.0,105,94.744615
1.0,68,94.884579
1.0,1,94.88699
-1.0,148,95.193042
1.0,55,95.30542
-1.0,76,95.460749
1.0,1,95.463071
-1.0,177,95.829472
1.0,1,95.831782
1.0,51,95.937579
-1.0,55,96.050788
-1.0,86,96.229014
-1.0,99,96.434698
-1.0,105,96.654226
-1.0,99,96.859222
1.0,43,96.946949
-1.0,105,108.302518
-1.0,76,108.460191
-1.0,80,108.624952
-1.0,98,108.827394
1.0,62,108.955603
-1.0,96,109.160939
-1.0,86,109.337672
1.0,24,109.388018
1.0,50,109.491394
-1.0,107,109.713724
-1.0,113,109.948714
1.0,34,110.019415
1.0,62,110.14686
-1.0,112,110.377446
1.0,1,110.379761
-1.0,341,111.08511
1.0,60,111.20878
-1.0,111,111.437125
-1.0,114,111.672518
1.0,48,111.772168
-1.0,95,111.969118
-1.0,104,112.183144
-1.0,131,112.452319
1.0,65,123.955954
1.0,1,123.958281
1.0,66,124.092969
-1.0,88,124.27518
1.0,48,124.374421
1.0,16,124.407711
-1.0,273,124.969157
1.0,45,125.062023
-1.0,157,125.386574
-1.0,116,125.625599
-1.0,78,125.786091
1.0,81,125.952082
1.0,1,125.954381
1.0,65,126.089076
-1.0,155,126.408495
-1.0,99,126.613678
-1.0,177,126.97657
1.0,56,127.092121
-1.0,113,127.327089
1.0,117,127.567742
1.0,94,127.762471
1.0,118,128.008485
-1.0,75,139.660334
-1.0,110,139.88964
1.0,46,139.984886
-1.0,115,140.224337
-1.0,78,140.382444
1.0,35,140.455549
1.0,40,140.539544
1.0,84,140.748128
1.0,32,140.813545
1.0,33,140.882277
-1.0,143,141.178777
-1.0,129,141.445441
-1.0,250,141.966747
1.0,32,142.034539
1.0,79,142.199908
1.0,76,142.358508
-1.0,114,142.593715
-1.0,64,142.726785
1.0,58,142.847255
1.0,34,142.917893
-1.0,154,143.234581
-1.0,81,143.401263
1.0,129,143.668059
1.0,13,143.694293
1.0,44,143.785645
1.0,87,155.052821
1.0,85,155.22886
-1.0,83,155.397757
-1.0,231,155.87975
1.0,79,156.044268
-1.0,154,156.364695
1.0,81,156.530951
1.0,91,156.717738
-1.0,121,156.969554
-1.0,136,157.249974
-1.0,93,157.443607
1.0,92,157.633718
-1.0,280,158.213394
-1.0,125,158.474539
1.0,89,158.658339
-1.0,95,158.855235
-1.0,203,170.373358
1.0,52,170.479758
1.0,53,170.588594
-1.0,143,170.885326
-1.0,286,171.482668
1.0,96,171.68265
-1.0,100,171.886858
-1.0,100,172.093446
-1.0,275,172.659309
1.0,83,172.830304
1.0,84,173.004293
1.0,45,173.097748
1.0,74,173.247614
1.0,20,173.290174
1.0,73,173.440468
-1.0,151,173.751036
-1.0,531,185.932321
1.0,1,185.934745
1.0,77,186.089705
1.0,14,186.118524
1.0,32,186.18434
1.0,89,186.366709
1.0,57,186.483776
-1.0,148,186.791708
1.0,57,186.907156
1.0,74,187.057713
1.0,48,187.154862
1.0,59,187.276162
1.0,52,187.383967
-1.0,462,188.33484
1.0,42,188.420048
-1.0,168,188.762428
1.0,81,188.927753
1.0,1,188.930105
-1.0,78,189.091578
1.0,49,189.193072
1.0,1,189.195414
-1.0,115,189.430807
1.0,29,189.49015
-1.0,104,189.70609
-1.0,88,201.093061
-1.0,124,201.34428
-1.0,167,201.6823
-1.0,80,201.845183
-1.0,86,202.019261
1.0,1,202.021859
-1.0,195,202.419711
1.0,1,202.422001
1.0,110,202.646025
1.0,50,202.747635
-1.0,111,202.97372
1.0,63,203.102533
-1.0,149,203.404592
-1.0,77,203.561709
1.0,56,203.676143
1.0,53,203.783768
-1.0,68,203.922491
-1.0,127,204.180836
-1.0,660,217.093276
1.0,86,217.269142
0.0,1000,219.31988
1.0,64,219.453373
-1.0,93,219.643649
0.0,1000,233.33682
-1.0,55,233.448098
1.0,88,233.627893
1.0,639,234.92708
1.0,71,235.0707
1.0,44,235.15977
1.0,87,235.335674
-1.0,91,235.519343
1.0,23,235.565694
1.0,35,235.635612
1.0,7,235.650577
-1.0,65,235.782122
1.0,46,235.878076
1.0,58,235.995125
1.0,21,236.038447
1.0,6,236.050806
-1.0,194,236.444727
1.0,112,236.678336
-1.0,106,248.596642
1.0,63,248.724319
-1.0,401,249.539563
1.0,82,249.706283
1.0,35,249.779565
0.0,1000,251.797625
1.0,42,251.884523
1.0,56,251.998225
1.0,69,252.141821
-1.0,878,265.517173
1.0,83,265.686393
0.0,1000,267.71216
1.0,128,267.975093
1.0,49,268.074492
1.0,98,268.278708
0.0,1000,281.446192
-1.0,93,281.63439
1.0,86,281.808388
1.0,51,281.91265
1.0,1,281.914976
-1.0,77,282.072248
1.0,57,282.187493
1.0,1,282.189812
1.0,77,282.347013
-1.0,73,282.495375
1.0,61,282.616918
