#{"t_start": 1760917457.9340243, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,72,0.170594
-1.0,80,0.334288
-1.0,94,0.527584
-1.0,108,0.755119
-1.0,110,0.984127
-1.0,101,1.19625
-1.0,95,1.396381
-1.0,79,1.558887
1.0,32,1.627418
-1.0,92,1.819532
-1.0,156,2.142006
-1.0,87,2.321896
-1.0,83,2.501219
1.0,1,2.503563
1.0,127,2.76087
-1.0,81,2.928527
-1.0,76,3.086817
-1.0,105,3.304177
-1.0,115,3.544104
1.0,1,3.546567
-1.0,107,3.768528
-1.0,78,3.929884
1.0,60,4.05192
1.0,1,4.054297
1.0,123,15.520161
1.0,78,15.683742
-1.0,99,15.894488
1.0,67,16.033776
-1.0,84,16.214506
-1.0,75,16.374816
-1.0,84,16.549632
-1.0,141,16.842782
-1.0,138,17.13044
-1.0,137,17.414071
1.0,94,17.608928
-1.0,98,17.81415
-1.0,96,18.011883
1.0,61,18.136661
1.0,36,18.214122
-1.0,85,18.393095
1.0,1,18.395605
1.0,98,18.605967
1.0,2,18.610862
1.0,125,18.875637
-1.0,88,19.056388
-1.0,142,19.351291
-1.0,106,19.572074
1.0,100,31.037128
-1.0,93,31.229758
-1.0,78,31.391602
1.0,69,31.5331
-1.0,103,31.746678
-1.0,109,31.971657
-1.0,79,32.136923
1.0,74,32.290227
1.0,83,32.461276
1.0,1,32.463598
1.0,1,32.465934
1.0,23,32.513814
-1.0,89,32.700164
-1.0,78,32.858777
-1.0,97,33.060878
1.0,124,33.317164
-1.0,131,33.583844
1.0,1,33.586431
1.0,101,33.792989
1.0,54,33.904001
-1.0,111,34.132548
-1.0,94,34.32696
-1.0,121,34.576012
-1.0,97,34.77586
-1.0,123,35.030509
-1.0,103,35.243821
-1.0,152,46.800034
-1.0,97,46.998763
-1.0,127,47.259551
-1.0,84,47.429266
-1.0,104,47.641106
1.0,60,47.764527
-1.0,83,47.932726
1.0,1,47.93568
-1.0,80,48.097861
-1.0,100,48.30207
-1.0,151,48.615016
1.0,42,48.700567
1.0,58,48.819728
-1.0,84,48.996855
1.0,66,49.131349
-1.0,79,49.295357
-1.0,99,49.498102
1.0,1,49.500439
-1.0,77,49.659472
1.0,1,49.661807
1.0,32,49.727521
-1.0,96,49.923711
1.0,86,50.10141
-1.0,96,50.300939
-1.0,93,50.48983
-1.0,76,50.644683
1.0,1,50.646968
-1.0,59,62.026142
-1.0,153,62.339575
1.0,53,62.448721
1.0,72,62.598144
-1.0,107,62.819395
1.0,1,62.822165
-1.0,102,63.032363
