#{"t_start": 1760917457.9315958, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,74,0.177114
-1.0,98,0.377747
-1.0,92,0.568238
-1.0,72,0.718924
-1.0,98,0.924602
-1.0,72,1.074353
1.0,70,1.221049
-1.0,106,1.443752
-1.0,81,1.613829
-1.0,72,1.762593
-1.0,184,2.143885
1.0,75,2.29757
-1.0,87,2.487021
-1.0,142,2.77596
-1.0,98,2.978584
1.0,1,2.980943
1.0,57,3.099522
-1.0,130,3.368737
-1.0,120,3.619131
-1.0,105,3.835983
1.0,128,4.100325
-1.0,73,4.252248
-1.0,80,15.629
-1.0,96,15.833265
-1.0,84,16.008908
1.0,1,16.011181
1.0,135,16.300472
-1.0,138,16.588886
1.0,39,16.672406
1.0,1,16.674736
-1.0,85,16.850042
-1.0,97,17.052495
-1.0,77,17.211258
1.0,108,17.435827
1.0,4,17.444795
-1.0,86,17.621231
-1.0,115,17.86185
1.0,50,17.963623
-1.0,118,18.208469
-1.0,70,18.357078
-1.0,97,18.564886
1.0,53,18.678376
-1.0,115,18.920804
-1.0,85,19.096038
-1.0,74,19.249671
-1.0,133,19.525288
1.0,101,19.737849
1.0,1,19.74014
-1.0,93,31.188709
1.0,1,31.191055
1.0,66,31.327269
-1.0,80,31.491985
-1.0,103,31.705336
-1.0,115,31.941874
-1.0,117,32.186432
-1.0,100,32.39287
1.0,1,32.395223
1.0,79,32.560688
1.0,33,32.628031
-1.0,83,32.79974
-1.0,142,33.094302
1.0,59,33.215693
-1.0,142,33.506003
1.0,51,33.61152
1.0,70,33.75424
-1.0,103,33.966142
1.0,1,33.968388
-1.0,151,34.279451
1.0,42,34.36649
1.0,66,34.501353
-1.0,94,34.694827
-1.0,112,34.927774
1.0,109,35.154528
-1.0,99,46.600759
-1.0,126,46.860258
-1.0,73,47.009255
1.0,80,47.171829
-1.0,78,47.331613
-1.0,92,47.518534
1.0,1,47.520822
-1.0,74,47.673522
-1.0,118,47.912256
-1.0,111,48.138716
-1.0,133,48.414927
-1.0,124,48.668258
1.0,69,48.809158
1.0,66,48.945519
-1.0,105,49.16405
-1.0,153,49.480152
-1.0,104,49.695002
1.0,1,49.697293
1.0,137,49.97745
1.0,49,50.076201
1.0,1,50.079128
1.0,4,50.088001
-1.0,95,50.286767
1.0,1,50.289382
-1.0,87,50.465268
-1.0,104,50.677838
1.0,36,62.008668
-1.0,89,62.192087
-1.0,89,62.376323
-1.0,102,62.586085
-1.0,116,62.827056
-1.0,105,63.043884
-1.0,72,63.191918
-1.0,110,63.421689
-1.0,125,63.677286
-1.0,82,63.85291
-1.0,104,64.092409
-1.0,105,64.328325
-1.0,137,64.644575
-1.0,111,64.881638
-1.0,81,65.052394
-1.0,123,65.307739
-1.0,95,65.500861
1.0,75,65.657582
-1.0,155,65.975367
1.0,87,66.152653
-1.0,76,77.499994
-1.0,201,77.914207
1.0,31,77.978997
1.0,51,78.083895
1.0,86,78.261212
1.0,48,78.359522
1.0,1,78.361824
1.0,46,78.456917
-1.0,118,78.703033
1.0,138,78.988462
-1.0,174,79.347188
-1.0,74,79.499096
1.0,77,79.65819
-1.0,76,79.817224
1.0,74,79.97196
-1.0,109,80.19883
-1.0,82,80.36671
1.0,1,80.369416
1.0,1,80.372062
1.0,1,80.374394
1.0,80,80.540955
-1.0,85,80.716471
1.0,1,80.718807
1.0,110,80.946147
1.0,42,81.032266
1.0,1,81.034556
-1.0,82,81.206583
1.0,84,81.379428
-1.0,91,81.567475
1.0,1,81.569788
-1.0,89,92.949174
-1.0,96,93.147187
1.0,31,93.210575
1.0,57,93.326731
-1.0,98,93.530937
-1.0,122,93.780525
1.0,38,93.85711
1.0,83,94.027945
-1.0,103,94.240017
-1.0,84,94.412056
-1.0,82,94.581368
-1.0,105,94.796376
1.0,106,95.017444
1.0,1,95.019748
1.0,60,95.143217
-1.0,113,95.376643
1.0,52,95.480546
1.0,3,95.486784
-1.0,108,95.711716
1.0,1,95.71396
1.0,75,95.866706
-1.0,92,96.058194
-1.0,113,96.293038
1.0,1,96.295661
1.0,60,96.418984
1.0,37,96.495545
1.0,59,96.61826
-1.0,98,96.822742
-1.0,109,97.046331
-1.0,150,108.496295
1.0,1,108.498614
1.0,40,108.579749
1.0,1,108.582363
1.0,65,108.717243
-1.0,93,108.90817
-1.0,106,109.135292
1.0,81,109.300724
-1.0,101,109.511621
-1.0,81,109.678552
1.0,75,109.834786
1.0,89,110.020276
-1.0,75,110.174557
1.0,45,110.266576
1.0,31,110.331657
-1.0,163,110.666939
-1.0,116,110.9086
-1.0,118,111.151487
-1.0,101,111.360939
1.0,39,111.439905
1.0,57,111.55807
1.0,39,111.638183
-1.0,421,112.505832
-1.0,78,124.037983
-1.0,136,124.317985
1.0,1,124.320214
1.0,14,124.349307
-1.0,102,124.558566
1.0,80,124.7242
1.0,84,124.895123
1.0,1,124.897446
-1.0,89,125.081429
-1.0,231,125.559703
1.0,10,125.580601
-1.0,130,125.847372
-1.0,171,126.200078
-1.0,126,126.459093
-1.0,89,126.643945
-1.0,96,126.840173
1.0,104,127.052689
-1.0,258,127.588002
1.0,59,127.707648
-1.0,131,127.981619
-1.0,117,139.722624
-1.0,104,139.936502
1.0,14,139.965919
-1.0,83,140.138394
1.0,60,140.263015
-1.0,73,140.413441
1.0,49,140.515531
1.0,93,140.736858
1.0,87,140.924224
-1.0,88,141.107744
1.0,38,141.183576
1.0,1,141.186187
1.0,1,141.1885
1.0,36,141.264353
1.0,40,141.347441
1.0,76,141.502805
-1.0,81,141.669728
-1.0,138,141.9558
1.0,1,141.959007
-1.0,111,142.194145
-1.0,75,142.350019
-1.0,63,142.483773
-1.0,86,142.660182
-1.0,82,142.829202
1.0,31,142.893363
-1.0,102,143.104124
-1.0,86,143.280676
1.0,52,143.387721
-1.0,39,143.466874
1.0,61,143.592695
1.0,70,143.737667
1.0,45,143.833438
1.0,46,155.013519
-1.0,89,155.196731
1.0,58,155.317652
-1.0,133,155.591832
1.0,46,155.688747
1.0,18,155.726237
-1.0,101,155.937068
1.0,50,156.040934
-1.0,211,156.477381
