tx,ty,ttheta,error,dx,dy,dtheta,target_distance,success
0.5,0.5,3.14,1.773855,-0.24132442,0.39326644,1.7127947,3.3066525,0
0.49312088,0.59248585,4.055647,0.8262188,0.7933247,-0.21889871,-0.07319021,4.1651955,0
0.35526243,0.1271394,5.379162,0.6952626,0.64978063,-0.2203563,-0.11233139,5.540225,0
0.47005144,1.0611868,-4.2059355,0.08779714,0.0841642,-0.0077673197,0.02375698,4.250504,1
-0.08930531,0.5005773,4.826598,0.24277738,0.22109994,-0.07289064,-0.06886673,4.9105463,1
0.2589572,1.1107281,-0.6399703,0.06737133,0.008418858,0.010933757,0.06594294,0.7589943,1
-0.49097028,0.7486894,-4.9331107,0.56436247,-0.47840533,0.28037286,-0.10499716,5.0052137,0
0.5897361,0.8527469,2.9189036,0.097480714,-0.07339543,-0.0076935887,0.06368995,3.028416,1
-0.26185325,1.3104422,4.446095,0.094741315,0.036633164,-0.082865834,-0.02769804,4.4517717,1
0.5010903,0.26276225,-0.37637657,0.56294245,-0.25611186,0.46586764,0.18514389,1.3156083,0
-0.8211532,0.2082908,2.0702348,1.1405815,-0.5322493,-0.8835921,-0.48672557,2.5306818,0
0.44057187,1.306138,-1.9698688,0.11293058,-0.033371836,0.07573986,0.0768317,2.0252635,1
-0.23317252,0.6339003,-3.511996,0.08077638,-0.056287006,-0.032513678,-0.047952652,3.6087563,1
-0.6661413,0.6422016,-3.0885825,0.08322889,0.02565229,0.012092054,-0.07824826,3.255727,1
0.3056652,0.59015507,3.7625017,0.6651128,0.5887555,-0.3072244,-0.036812544,3.8615985,0
0.36047718,0.42169493,3.7577698,0.79884017,0.65287024,-0.45057434,-0.09428072,3.9013152,0
0.5485758,0.5230958,-2.3939526,0.5694891,0.2491507,-0.3237815,0.39674592,2.6171854,0
0.3284919,0.18866584,-3.3939583,0.3297595,0.021777362,-0.25078836,0.21300769,3.6276207,1
-0.8867479,1.0623479,1.8644192,0.5300759,-0.41188598,-0.20066214,-0.26658034,2.0908844,0
