tx,ty,ttheta,error,dx,dy,dtheta,target_distance,success
0.5,0.5,3.14,3.168265,0.59383935,0.20768741,3.105177,2.839677,0
0.49312088,0.59248585,4.055647,4.105155,0.6792717,0.25983298,4.04022,3.5943928,0
0.35526243,0.1271394,5.379162,5.432186,0.86180985,0.010310955,5.363378,5.42,0
0.47005144,1.0611868,-4.2059355,3.8399682,0.5423756,-0.20826328,-3.7957623,5.300274,0
-0.08930531,0.5005773,4.826598,4.8136215,0.010907456,-0.95506984,4.71791,4.4229326,0
0.2589572,1.1107281,-0.6399703,0.53644806,0.3636593,-0.013814926,-0.39412892,1.7964981,0
-0.49097028,0.7486894,-4.9331107,4.6261134,-0.40728346,-0.43779898,-4.587306,5.741801,0
0.5897361,0.8527469,2.9189036,2.9598994,0.5915351,0.36956346,2.8765454,2.2223244,0
-0.26185325,1.3104422,4.446095,4.3788257,-0.18870032,-0.17226994,4.3713646,3.1481562,0
0.5010903,0.26276225,-0.37637657,0.37510964,0.07632813,0.062135294,-0.3619675,1.4125432,1
-0.8211532,0.2082908,2.0702348,2.085464,-0.33214426,0.050279215,2.0582304,2.3660882,0
0.44057187,1.306138,-1.9698688,1.7332271,0.53140295,-0.008308291,-1.6497328,3.3077307,0
-0.23317252,0.6339003,-3.511996,3.2480128,-0.14056721,-0.53098226,-3.201232,4.225551,0
-0.6661413,0.6422016,-3.0885825,2.923754,-0.5632583,-0.41130525,-2.8393495,3.8677716,0
0.3056652,0.59015507,3.7625017,3.799156,0.53415436,0.27413633,3.751415,3.2928789,0
0.36047718,0.42169493,3.7577698,3.7893777,0.5845553,0.16535255,3.740366,3.5003622,0
0.5485758,0.5230958,-2.3939526,2.2243347,0.6122223,-0.49844652,-2.079519,3.100435,0
0.3284919,0.18866584,-3.3939583,3.187127,0.3883777,-0.78161645,-3.0652924,3.8018992,0
-0.8867479,1.0623479,1.8644192,2.001378,-0.4854554,0.59643245,1.8477324,1.2453183,0
0.36929768,1.0539842,-0.4646516,0.5219463,0.46592653,0.0025348663,-0.23523183,1.6051943,0
0.12373415,0.18872593,-4.359562,4.0885205,0.19854246,-0.9026694,-3.9826837,4.712993,0
0.30312532,0.63597983,0.737803,0.6882751,0.09269442,0.16218004,0.66244096,0.8452036,0
0.47699794,0.8568697,0.6059687,0.5964935,0.13833264,0.2443291,0.5262812,0.77920526,0
0.10657289,0.4103326,-5.3063254,4.953468,0.18008879,-0.7756845,-4.8890414,5.805696,0
-0.11390869,0.2896893,-1.0345167,0.971569,-0.03868544,-0.35813558,-0.902324,1.742811,0
0.6361255,0.31581828,-4.995478,4.6753826,0.6965772,-0.8525181,-4.5439186,5.4617996,0
-0.39350897,0.39635155,1.8312327,1.8210081,-0.16644087,0.19727913,1.8026228,1.803867,0
0.10265787,1.0582625,1.8583423,1.8924925,0.10803011,-0.36513793,1.8537885,0.8832551,0
-0.16850364,1.0989275,-3.7664475,3.437933,-0.08241975,-0.12615371,-3.434629,4.878598,0
-0.8591182,0.121564604,2.5148249,2.5200288,-0.27941036,0.01712481,2.5044324,2.8530765,0
-0.06862099,0.21771689,0.011816128,0.29680282,0.032335646,-0.28154552,0.08819544,1.2189082,1
-0.6258382,0.9400324,-0.6089582,0.66726804,-0.48715806,-0.046517372,-0.4536075,1.7365006,0
-0.21416178,0.40704128,1.4734614,1.446659,-0.07444392,0.14219809,1.4377273,1.4841099,0
-0.24873729,0.11832738,-4.3202515,4.096328,-0.16617045,-0.93264246,-3.9852812,4.6312885,0
0.8314158,1.2265838,2.2586343,2.3096058,0.57617855,0.47574198,2.1853986,1.3406268,0
-0.42143404,1.308388,3.1525984,3.139798,-0.37754613,-0.16827095,3.1124709,1.89428,0
0.39040232,0.606638,-2.5758872,2.3564203,0.46364442,-0.46195596,-2.2637022,3.3075948,0
-0.7264962,1.2185131,-0.50015837,0.6924308,-0.5947981,0.053214908,-0.35049084,1.8754207,0
-0.5357459,0.4130414,0.8959522,0.95116407,-0.37731248,0.1661927,0.85716295,1.2352556,0
-0.581809,1.1564292,2.9237869,2.9341724,-0.50414556,-0.31437922,2.8733902,1.8780183,0
0.3950333,0.58332556,1.439829,1.4106073,0.26745227,0.1673168,1.3748772,1.2598878,0
0.15137634,0.8772929,-4.699824,4.3195677,0.22836532,-0.37349677,-4.2973266,5.6053176,0
-0.15154667,0.056179132,-0.06796223,0.29527804,-0.07482272,-0.2826401,-0.04129471,1.3748491,1
-0.3062498,0.19510764,-4.485407,4.240698,-0.2255,-0.8634611,-4.145733,4.846968,0
0.15776023,0.23030049,4.8079953,4.8381095,0.6482599,0.08695392,4.793694,4.731808,0
0.14591005,0.4682742,1.02823,0.9724316,0.0829541,0.11163983,0.9624336,1.1118859,0
-0.858953,1.2940549,-0.20014341,0.7345603,-0.7258962,0.08944309,-0.0682168,1.7265445,0
0.5089234,0.11168549,-0.15089072,0.29971674,0.09874219,-0.16580987,-0.22931898,1.4266577,1
-0.01672741,1.2660656,0.8112252,0.821949,-0.011355172,-0.15736353,0.8066647,0.47952875,0
-0.047719076,0.36041713,-1.9049097,1.757238,0.038935587,-0.5032137,-1.683195,2.5001464,0
0.037210323,0.5925304,-5.41044,5.0309186,0.10905995,-0.60816914,-4.9928327,6.059496,0
0.58732545,1.2098169,-4.068687,3.712138,0.6641873,-0.12026751,-3.6502545,5.3154306,0
0.09726506,0.14657724,1.9479896,1.91399,0.2000249,0.0075235814,1.9034945,2.2067666,0
-0.3937792,0.8902205,2.5672486,2.601049,-0.06735316,0.4777846,2.5559032,1.8008788,0
0.48356548,0.14545026,4.704983,4.764,0.82824826,0.020498656,4.691405,4.7585096,0
-0.4856148,0.050506946,0.6203668,0.6803083,-0.35650283,-0.05954388,0.5763503,1.5575788,0
-0.23233989,1.1202161,3.486242,3.4641387,-0.18830092,-0.35690308,3.440555,2.3956342,0
-0.32915,1.2864141,-2.3646636,2.1105092,-0.22897966,-0.002789259,-2.098049,3.6679773,0
0.027102832,0.34555286,4.9315367,4.951691,0.1556811,-1.0587687,4.834668,4.709647,0
