#{"t_start": 1760797574.2795193, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,91,0.355707
-1.0,116,0.661311
-1.0,64,0.828894
1.0,1,0.831884
-1.0,100,1.105525
1.0,1,1.109196
1.0,1,1.112096
-1.0,97,1.376095
1.0,1,1.379014
-1.0,124,1.707643
-1.0,153,2.10929
-1.0,85,2.334714
-1.0,102,2.603008
1.0,1,2.606347
-1.0,74,2.805422
1.0,1,2.809922
-1.0,80,3.355196
1.0,1,3.365069
-1.0,216,5.356643
1.0,1,5.368511
1.0,1,5.379485
-1.0,73,6.071455
-1.0,57,6.597437
1.0,1,6.607249
1.0,98,7.586818
1.0,117,8.7013
1.0,1,8.711176
1.0,1,8.721415
-1.0,99,9.681527
1.0,1,9.691334
-1.0,73,10.382455
-1.0,155,11.80849
-1.0,59,12.349786
1.0,1,12.359854
-1.0,106,13.334745
1.0,1,13.344456
-1.0,71,14.040314
-1.0,78,14.791251
-1.0,113,15.877397
-1.0,232,18.054072
1.0,1,18.063763
1.0,1,18.073133
-1.0,78,18.784264
-1.0,149,20.212115
1.0,1,20.22262
-1.0,208,22.182478
1.0,1,22.192582
1.0,1,22.201936
-1.0,130,23.44416
1.0,1,23.454238
-1.0,91,24.318393
1.0,80,25.140872
-1.0,114,26.239047
1.0,97,27.153441
-1.0,114,28.204589
-1.0,83,28.964973
1.0,153,30.399132
-1.0,115,31.484297
1.0,1,31.494245
-1.0,108,32.533468
1.0,1,32.543309
-1.0,274,35.120115
1.0,1,35.129661
-1.0,104,36.08882
1.0,1,36.099539
-1.0,114,37.216779
-1.0,178,38.924013
-1.0,49,39.36959
1.0,1,39.37911
1.0,1,39.389713
1.0,1,39.39997
1.0,1,39.410701
-1.0,107,40.422863
-1.0,77,41.124002
-1.0,78,41.867785
-1.0,80,42.624788
1.0,1,42.634747
1.0,1,42.64612
1.0,1,42.656204
1.0,1,42.668232
1.0,1,42.679392
1.0,1,42.689812
-1.0,93,43.60169
1.0,1,43.61129
1.0,1,43.620552
-1.0,139,44.89359
-1.0,97,45.803769
1.0,1,45.813904
-1.0,89,46.64386
1.0,1,46.653329
1.0,1,46.662831
-1.0,73,47.328461
1.0,189,49.127244
1.0,104,50.086824
1.0,1,50.097302
1.0,1,50.107108
1.0,124,51.250747
-1.0,93,52.140828
1.0,1,52.15084
-1.0,110,53.210821
1.0,1,53.221784
1.0,188,55.026415
-1.0,83,55.81571
1.0,1,55.825417
-1.0,75,56.564662
-1.0,93,57.414375
1.0,1,57.424096
1.0,1,57.433914
-1.0,106,58.410834
1.0,1,58.421042
1.0,1,58.430946
-1.0,101,59.390501
-1.0,105,60.390496
1.0,187,62.158565
-1.0,71,62.798056
1.0,1,62.808214
-1.0,78,63.518324
1.0,1,63.530583
-1.0,117,64.63091
-1.0,178,66.256579
-1.0,109,67.261756
1.0,1,67.271698
-1.0,163,68.782613
-1.0,106,69.750975
1.0,141,71.039799
1.0,1,71.049389
-1.0,77,71.750489
1.0,1,71.759976
-1.0,118,72.876542
-1.0,246,75.170848
1.0,1,75.180863
-1.0,190,76.892993
1.0,1,76.902439
1.0,1,76.911851
-1.0,148,78.258764
1.0,1,78.268116
1.0,1,78.277845
-1.0,149,79.674391
1.0,1,79.685287
-1.0,143,81.067307
-1.0,424,85.014999
1.0,1,85.025531
1.0,1,85.035962
1.0,1,85.047406
-1.0,224,87.197045
-1.0,213,89.187162
1.0,1,89.197262
0.0,1000,98.37107
0.0,1000,107.463118
1.0,1,107.472966
1.0,1,107.482856
1.0,1,107.492994
1.0,1,107.502737
0.0,1000,116.528455
1.0,1,116.538569
0.0,1000,125.638717
0.0,1000,134.770042
1.0,1,134.780313
1.0,1,134.790076
0.0,1000,143.897665
0.0,1000,152.961169
1.0,1,152.972108
0.0,1000,162.015147
1.0,1,162.025154
0.0,1000,171.141164
0.0,1000,180.300944
1.0,1,180.311645
1.0,1,180.322247
0.0,1000,189.456236
0.0,1000,198.549919
0.0,1000,207.689909
1.0,1,207.700546
1.0,1,207.711455
1.0,1,207.722501
0.0,1000,216.856493
0.0,1000,226.157776
0.0,1000,235.377711
0.0,1000,244.589391
1.0,1,244.599569
1.0,1,244.610275
0.0,1000,253.906015
1.0,1,253.916229
0.0,1000,263.25601
0.0,1000,272.452709
0.0,1000,281.764999
0.0,1000,291.193904
1.0,1,291.204282
0.0,1000,300.532703
1.0,1,300.543115
0.0,1000,309.747826
0.0,1000,319.010452
0.0,1000,328.395479
0.0,1000,337.657096
0.0,1000,347.064434
1.0,301,349.921282
1.0,1,349.931653
0.0,1000,359.479033
0.0,1000,368.900995
0.0,1000,378.263381
0.0,1000,387.73265
1.0,1,387.743437
0.0,1000,397.195117
1.0,1,397.205439
0.0,1000,406.62115
1.0,1,406.632044
0.0,1000,416.129812
1.0,1,416.140088
0.0,1000,425.536055
1.0,1,425.546383
1.0,1,425.556561
1.0,1,425.56686
1.0,1,425.576808
0.0,1000,434.893203
1.0,1,434.903717
1.0,1,434.913986
1.0,1,434.924778
1.0,1,434.935774
1.0,1,434.946229
0.0,1000,444.315746
0.0,1000,453.704599
1.0,1,453.715664
1.0,76,454.439543
0.0,1000,463.890066
0.0,1000,473.188157
1.0,1,473.198638
1.0,1,473.20918
-1.0,970,482.34451
1.0,1,482.356499
0.0,1000,491.698167
0.0,1000,501.109403
0.0,1000,510.567263
0.0,1000,519.93151
1.0,1,519.942292
0.0,1000,529.432813
1.0,1,529.443101
1.0,1,529.453576
1.0,1,529.464232
1.0,1,529.474753
1.0,1,529.485313
1.0,1,529.495582
1.0,714,536.121327
-1.0,263,538.600821
0.0,1000,548.07626
0.0,1000,557.524207
0.0,1000,566.994479
0.0,1000,576.481476
1.0,845,584.394188
0.0,1000,593.660473
1.0,1,593.670716
0.0,1000,603.031207
1.0,1,603.041678
1.0,308,605.929106
1.0,1,605.940485
1.0,1,605.95117
0.0,1000,615.534349
1.0,191,617.304777
1.0,1,617.314911
1.0,1,617.325194
1.0,132,618.561491
0.0,1000,628.109283
0.0,1000,637.58785
1.0,211,639.615585
-1.0,143,640.967716
-1.0,220,643.108297
1.0,1,643.119857
0.0,1000,652.71044
1.0,1,652.720575
1.0,1,652.730788
1.0,1,652.740712
1.0,1,652.751096
-1.0,637,658.79458
-1.0,207,660.744143
0.0,1000,670.349302
1.0,1,670.36032
1.0,1,670.370998
1.0,1,670.382023
1.0,1,670.392967
-1.0,192,672.310322
1.0,212,674.343005
1.0,1,674.356586
0.0,1000,684.075104
1.0,660,690.464522
1.0,1,690.474793
1.0,1,690.484875
1.0,1,690.494894
-1.0,128,691.70685
1.0,1,691.717568
1.0,61,692.297543
-1.0,260,694.787921
1.0,1,694.798844
1.0,1,694.809749
-1.0,77,695.535498
1.0,1,695.545477
1.0,1,695.555792
1.0,447,699.88707
-1.0,329,703.011614
1.0,129,704.243079
1.0,116,705.356801
1.0,146,706.80121
1.0,775,714.334965
1.0,91,715.222947
1.0,152,716.713388
-1.0,118,717.865405
1.0,102,718.823959
1.0,1,718.83444
1.0,204,720.790138
-1.0,171,722.424875
1.0,1,722.435246
1.0,95,723.347598
1.0,1,723.358428
1.0,98,724.339438
1.0,1,724.349835
1.0,1,724.360288
-1.0,86,725.193541
-1.0,558,730.610393
1.0,1,730.62039
1.0,1,730.63128
1.0,113,731.761683
1.0,85,732.615921
1.0,1,732.62652
1.0,1,732.637087
1.0,83,733.423259
1.0,1,733.433831
1.0,1,733.444209
1.0,106,734.461372
1.0,1,734.471834
1.0,136,735.765854
1.0,1,735.776717
1.0,113,736.888372
1.0,134,738.143633
1.0,1,738.153862
1.0,147,739.575612
1.0,104,740.565664
1.0,1,740.575662
1.0,1,740.586063
1.0,101,741.539585
1.0,147,742.956914
-1.0,108,743.969268
-1.0,165,745.535134
1.0,1,745.5455
1.0,1,745.556474
1.0,1,745.566971
1.0,1,745.577664
1.0,1,745.588306
1.0,1,745.599325
1.0,1,745.611582
1.0,73,746.320926
0.0,1000,756.094836
-1.0,144,757.463107
1.0,1,757.474545
1.0,1,757.485905
-1.0,127,758.747312
1.0,126,760.000557
1.0,146,761.456481
1.0,1,761.466721
1.0,1,761.477727
-1.0,103,762.503612
1.0,1,762.514291
-1.0,177,764.245646
1.0,173,765.945975
-1.0,166,767.609894
-1.0,620,773.591736
1.0,113,774.68126
1.0,1,774.691738
1.0,161,776.236922
1.0,107,777.254923
1.0,1,777.264883
1.0,124,778.435634
1.0,1,778.445665
1.0,1,778.456187
1.0,1,778.467577
1.0,1,778.478195
1.0,1,778.489561
-1.0,84,779.355009
1.0,132,780.646409
1.0,1,780.657182
1.0,1,780.668005
0.0,1000,790.51084
1.0,1,790.522465
1.0,1,790.532789
1.0,1,790.543736
1.0,1,790.554099
-1.0,182,792.402961
1.0,237,794.760447
1.0,1,794.771577
1.0,216,796.982768
1.0,1,796.993656
1.0,1,797.004995
1.0,1,797.016535
1.0,1,797.028101
-1.0,67,797.675615
1.0,1,797.685917
-1.0,96,798.612807
1.0,84,799.440697
1.0,1,799.451755
1.0,1,799.463323
1.0,83,800.282561
1.0,96,801.192147
1.0,1,801.202502
1.0,1,801.212775
1.0,1,801.223059
1.0,356,804.683064
1.0,68,805.330915
1.0,1,805.341595
1.0,1,805.352388
1.0,1,805.36242
1.0,1,805.373066
1.0,111,806.492982
1.0,101,807.469662
1.0,457,811.974193
1.0,1,811.984825
1.0,1,811.996034
-1.0,140,813.384722
1.0,1,813.395392
1.0,176,815.144854
-1.0,222,817.379308
1.0,129,818.653597
1.0,75,819.385822
1.0,84,820.234787
-1.0,141,821.6308
1.0,1,821.641901
1.0,91,822.518377
1.0,108,823.580507
1.0,62,824.213988
1.0,78,825.001489
1.0,1,825.013098
-1.0,95,825.986907
1.0,1,825.996827
1.0,1,826.007101
1.0,1,826.019307
1.0,1,826.030801
1.0,1,826.042815
1.0,1,826.05398
1.0,110,827.158634
1.0,75,827.911397
1.0,1,827.92198
-1.0,110,829.008446
1.0,170,830.627138
1.0,1,830.637773
0.0,1000,840.274432
1.0,1,840.285326
