#{"t_start": 1760797574.2761023, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,76,0.312683
-1.0,126,0.651434
-1.0,101,0.919902
1.0,1,0.922951
-1.0,133,1.284894
-1.0,86,1.518225
1.0,1,1.521162
1.0,1,1.524046
-1.0,121,1.842317
1.0,1,1.845239
1.0,1,1.848742
-1.0,125,2.17657
-1.0,104,2.451646
1.0,91,2.689165
1.0,1,2.692535
-1.0,96,3.112938
-1.0,85,3.87194
1.0,1,3.881838
1.0,1,3.891256
-1.0,158,5.370772
1.0,1,5.381767
1.0,152,6.819851
-1.0,82,7.636605
1.0,1,7.646567
-1.0,87,8.468955
-1.0,109,9.532897
1.0,1,9.54292
1.0,1,9.552994
-1.0,119,10.672585
1.0,1,10.683655
-1.0,83,11.452398
-1.0,56,11.955531
-1.0,94,12.822686
1.0,1,12.832116
-1.0,109,13.867536
1.0,1,13.877692
-1.0,175,15.574586
1.0,1,15.58493
-1.0,87,16.393564
-1.0,160,17.901361
1.0,1,17.910929
1.0,1,17.920357
1.0,1,17.930316
1.0,89,18.738502
1.0,1,18.748837
1.0,1,18.7588
1.0,1,18.768318
1.0,1,18.77803
1.0,222,20.885521
1.0,1,20.89551
1.0,1,20.906061
1.0,1,20.917282
1.0,1,20.927657
-1.0,88,21.774692
-1.0,113,22.821362
1.0,1,22.831155
-1.0,59,23.409437
-1.0,76,24.136473
1.0,1,24.14652
-1.0,89,25.037164
1.0,1,25.048668
1.0,1,25.059601
-1.0,113,26.161964
-1.0,91,27.021374
-1.0,66,27.612192
-1.0,70,28.270899
1.0,1,28.280809
1.0,1,28.290371
-1.0,193,30.072464
1.0,114,31.166675
-1.0,128,32.384267
-1.0,90,33.2339
1.0,1,33.243554
1.0,1,33.253008
-1.0,134,34.495179
-1.0,98,35.419484
1.0,1,35.430094
1.0,1,35.440125
1.0,1,35.449702
-1.0,78,36.186432
-1.0,95,37.112028
-1.0,84,37.9283
-1.0,109,38.967018
-1.0,161,40.4741
1.0,1,40.484145
-1.0,145,41.826275
1.0,1,41.838736
1.0,1,41.85008
-1.0,92,42.731357
1.0,1,42.741654
-1.0,108,43.786401
1.0,123,44.915241
-1.0,76,45.622993
-1.0,172,47.214796
-1.0,111,48.275048
-1.0,100,49.222162
-1.0,89,50.039998
1.0,183,51.75391
-1.0,93,52.644865
-1.0,81,53.433718
1.0,1,53.445502
1.0,1,53.455636
-1.0,165,55.029081
1.0,1,55.040575
-1.0,139,56.358144
1.0,1,56.368491
1.0,1,56.378501
-1.0,150,57.782625
-1.0,138,59.072714
1.0,1,59.082621
1.0,1,59.092705
1.0,1,59.102664
1.0,1,59.112767
1.0,1,59.122643
1.0,1,59.132795
1.0,1,59.142607
-1.0,139,60.469696
1.0,1,60.480425
1.0,177,62.152092
-1.0,90,62.968644
1.0,151,64.377022
1.0,1,64.386696
-1.0,119,65.480233
1.0,1,65.490768
-1.0,167,67.017818
-1.0,182,68.699697
1.0,1,68.70928
1.0,145,70.039696
-1.0,164,71.531056
1.0,1,71.541342
-1.0,102,72.503089
-1.0,277,75.090611
-1.0,140,76.358085
-1.0,91,77.182677
-1.0,218,79.170574
1.0,1,79.182599
-1.0,75,79.901421
