#{"t_start": 1760795558.3154795, "env_id": "CustomLunarLander-v0"}
r,l,t
1.0,1,0.262595
-1.0,105,0.531391
1.0,1,0.534312
-1.0,113,0.834418
1.0,1,0.837318
-1.0,65,1.007185
-1.0,170,1.460286
1.0,1,1.46371
1.0,1,1.466586
-1.0,155,1.888339
1.0,1,1.891387
-1.0,68,2.071461
1.0,1,2.074472
1.0,1,2.077365
-1.0,167,2.513572
1.0,1,2.516467
-1.0,69,2.699255
-1.0,118,3.017555
-1.0,58,3.537783
1.0,1,3.547827
-1.0,125,4.691468
-1.0,96,5.567418
-1.0,103,6.563609
-1.0,147,7.966811
-1.0,61,8.538242
1.0,1,8.547606
-1.0,121,9.681553
-1.0,61,10.280611
-1.0,172,11.861447
-1.0,99,12.820742
-1.0,139,14.100144
-1.0,89,14.915592
-1.0,104,15.865813
-1.0,88,16.666116
1.0,1,16.675405
-1.0,106,17.690566
-1.0,129,18.933424
1.0,1,18.943788
-1.0,56,19.484241
-1.0,121,20.606027
-1.0,185,22.300693
-1.0,55,22.804699
1.0,1,22.81495
-1.0,72,23.483922
1.0,1,23.493783
-1.0,64,24.100913
-1.0,159,25.597452
-1.0,96,26.488544
1.0,1,26.498792
1.0,1,26.508667
-1.0,130,27.715031
-1.0,161,29.208279
1.0,1,29.218374
-1.0,179,30.922305
1.0,1,30.932573
-1.0,52,31.473529
1.0,1,31.484278
-1.0,92,32.365614
1.0,1,32.375899
1.0,1,32.386246
1.0,1,32.395943
1.0,1,32.405969
1.0,1,32.415807
1.0,1,32.425769
-1.0,179,34.114838
-1.0,128,35.280442
-1.0,128,36.467981
-1.0,92,37.411447
-1.0,104,38.397572
-1.0,92,39.236811
-1.0,196,41.033851
-1.0,154,42.516813
-1.0,171,44.088487
-1.0,63,44.659943
1.0,1,44.669497
-1.0,115,45.73326
1.0,1,45.743281
-1.0,94,46.623955
-1.0,120,47.745385
1.0,146,49.104686
-1.0,68,49.740567
-1.0,132,50.959384
-1.0,128,52.208443
1.0,1,52.219324
1.0,97,53.150731
1.0,1,53.160797
1.0,1,53.170214
-1.0,193,54.957405
-1.0,80,55.718617
-1.0,63,56.314843
1.0,1,56.325608
1.0,1,56.336027
-1.0,110,57.363428
-1.0,122,58.517168
1.0,1,58.527251
-1.0,195,60.352602
-1.0,149,61.729168
1.0,1,61.740353
1.0,203,63.628924
1.0,1,63.639778
-1.0,86,64.453943
1.0,131,65.652841
1.0,1,65.662952
1.0,90,66.477566
-1.0,159,67.917063
1.0,1,67.926363
-1.0,122,69.041226
-1.0,116,70.125451
1.0,1,70.135249
1.0,217,72.112846
-1.0,225,74.154131
1.0,1,74.163676
1.0,1,74.173283
1.0,1,74.182775
-1.0,151,75.531958
1.0,364,78.815468
-1.0,320,81.807581
1.0,232,83.993585
1.0,1,84.004063
-1.0,377,87.449766
1.0,113,88.483017
-1.0,243,90.71048
1.0,1,90.720461
-1.0,212,92.651009
0.0,1000,101.701768
0.0,1000,110.775904
1.0,1,110.786133
0.0,1000,119.81287
1.0,1,119.822913
1.0,1,119.832651
0.0,1000,128.963584
1.0,1,128.97324
1.0,1,128.982813
0.0,1000,138.076106
1.0,1,138.085695
1.0,1,138.095603
1.0,1,138.106623
0.0,1000,147.245936
0.0,1000,156.355566
1.0,1,156.365613
1.0,1,156.375965
1.0,1,156.386693
0.0,1000,165.416955
0.0,1000,174.610326
1.0,1,174.620658
1.0,1,174.630481
0.0,1000,183.645546
1.0,1,183.655569
0.0,1000,192.585363
1.0,1,192.59532
1.0,1,192.605373
0.0,1000,201.556136
1.0,1,201.567607
0.0,1000,210.484321
0.0,1000,219.639652
0.0,1000,228.717234
1.0,1,228.726932
1.0,1,228.73652
0.0,1000,237.884331
1.0,1,237.894242
1.0,1,237.904896
1.0,1,237.915068
1.0,1,237.924845
0.0,1000,247.023307
0.0,1000,256.342522
1.0,1,256.353892
0.0,1000,265.498759
0.0,1000,274.844664
0.0,1000,284.153985
0.0,1000,293.434696
0.0,1000,302.758314
0.0,1000,312.06359
1.0,1,312.073864
0.0,1000,321.471053
1.0,1,321.482086
0.0,1000,330.952447
0.0,1000,340.379856
0.0,1000,349.810639
0.0,1000,359.275055
1.0,633,365.14508
0.0,1000,374.476531
0.0,1000,383.763882
1.0,83,384.529352
0.0,1000,393.834756
1.0,1,393.845289
1.0,1,393.856411
1.0,1,393.867608
0.0,1000,403.353574
-1.0,953,412.273673
1.0,1,412.283846
0.0,1000,421.610586
1.0,1,421.621339
0.0,1000,430.889315
1.0,73,431.584505
1.0,1,431.595108
0.0,1000,441.087636
0.0,1000,450.487522
1.0,1,450.49831
1.0,1,450.509063
0.0,1000,459.92043
0.0,1000,469.482061
0.0,1000,478.923513
1.0,1,478.934429
0.0,1000,488.278916
0.0,1000,497.716437
0.0,1000,507.159571
0.0,1000,516.579389
0.0,1000,525.827848
1.0,1,525.838331
1.0,1,525.848516
0.0,1000,535.240357
0.0,1000,544.643087
1.0,1,544.653495
0.0,1000,554.044915
0.0,1000,563.369899
0.0,1000,572.894893
0.0,1000,582.422917
0.0,1000,591.964257
0.0,1000,601.505325
1.0,109,602.547076
1.0,1,602.557621
0.0,1000,612.091783
-1.0,217,614.153325
0.0,1000,623.609492
1.0,1,623.62003
0.0,1000,632.953616
1.0,384,636.642084
1.0,1,636.652692
1.0,1,636.663195
1.0,1,636.673799
1.0,1,636.685509
1.0,866,644.812389
1.0,84,645.58413
0.0,1000,654.92819
1.0,1,654.93866
0.0,1000,664.374966
1.0,1,664.386219
1.0,1,664.398783
1.0,165,665.970119
1.0,192,667.752343
-1.0,903,676.348876
1.0,200,678.298605
1.0,124,679.50103
1.0,289,682.33614
1.0,1,682.347549
1.0,1,682.358431
0.0,1000,691.87999
1.0,1,691.891079
1.0,1,691.902421
1.0,1,691.913414
-1.0,791,699.413713
1.0,1,699.423995
-1.0,893,707.952263
1.0,1,707.962684
1.0,1,707.973352
0.0,1000,717.455321
1.0,1,717.466064
1.0,1,717.476878
1.0,1,717.487566
-1.0,700,724.062896
0.0,1000,733.502004
0.0,1000,743.003162
1.0,1,743.013974
1.0,92,743.867767
1.0,133,745.09162
1.0,123,746.234461
1.0,141,747.579226
-1.0,140,748.92368
1.0,931,757.996169
1.0,1,758.006397
1.0,1,758.017445
1.0,1,758.028239
1.0,1,758.039542
1.0,396,761.776355
1.0,1,761.788221
1.0,1,761.799366
1.0,1,761.810876
1.0,1,761.822327
1.0,886,770.3206
-1.0,140,771.646256
1.0,1,771.65715
1.0,1,771.667743
1.0,305,774.59105
1.0,258,777.021377
1.0,91,777.948151
-1.0,254,780.410849
0.0,1000,790.016143
1.0,129,791.272107
1.0,1,791.282681
1.0,1,791.293201
1.0,1,791.303234
1.0,1,791.313895
1.0,1,791.32469
1.0,65,791.945944
0.0,1000,801.750432
1.0,1,801.762015
1.0,103,802.77389
1.0,91,803.634432
1.0,104,804.69691
1.0,1,804.707305
1.0,103,805.701276
-1.0,68,806.362397
1.0,1,806.37273
1.0,1,806.382852
-1.0,106,807.415899
1.0,115,808.502939
1.0,109,809.532581
1.0,383,813.253094
1.0,172,814.870918
1.0,236,817.153751
1.0,1,817.165443
1.0,1,817.176229
1.0,1,817.187001
1.0,1,817.19792
1.0,1,817.208746
1.0,1,817.22063
1.0,1,817.232718
1.0,1,817.243606
1.0,126,818.488923
1.0,146,819.92058
1.0,1,819.931147
1.0,132,821.217429
1.0,243,823.676844
1.0,87,824.547431
1.0,57,825.153475
1.0,81,825.952933
1.0,1,825.964735
1.0,1,825.976233
1.0,1,825.987495
1.0,1,825.997971
1.0,89,826.879531
1.0,176,828.566011
-1.0,336,831.840556
1.0,109,832.942811
1.0,122,834.138737
1.0,1,834.149918
1.0,1,834.161231
1.0,191,836.036326
1.0,1,836.046224
1.0,1,836.056157
-1.0,138,837.39648
1.0,1,837.406401
1.0,1,837.416391
1.0,245,839.736613
1.0,110,840.768115
1.0,101,841.71246
1.0,107,842.738431
1.0,115,843.839553
1.0,1,843.850867
1.0,1,843.862177
1.0,107,844.946716
1.0,1,844.958287
1.0,965,854.291946
1.0,1,854.302825
1.0,72,855.010117
1.0,70,855.716702
1.0,1,855.727971
1.0,1,855.739928
1.0,1,855.753135
1.0,81,856.549302
1.0,1,856.55989
1.0,57,857.138779
1.0,70,857.851354
1.0,226,860.035558
1.0,1,860.045759
1.0,72,860.716596
1.0,1,860.726514
1.0,1,860.737216
1.0,54,861.246766
0.0,1000,871.058276
1.0,223,873.204655
1.0,76,873.949624
1.0,1,873.960436
1.0,80,874.748362
1.0,1,874.759304
1.0,1,874.769891
1.0,51,875.257212
1.0,1,875.268884
1.0,1,875.279892
1.0,89,876.17062
1.0,1,876.182683
1.0,74,876.932579
-1.0,71,877.659482
1.0,123,878.884189
-1.0,200,880.916466
1.0,1,880.926543
1.0,302,883.923994
1.0,1,883.935196
