#{"t_start": 1759560880.569848, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,119,1.287356
-1.0,70,1.465971
-1.0,70,1.643645
1.0,123,1.951635
1.0,1,1.955181
-1.0,93,2.187273
-1.0,79,2.386047
-1.0,98,2.638727
-1.0,103,2.906652
-1.0,99,3.161893
-1.0,76,3.350837
1.0,86,3.567307
-1.0,127,4.836047
-1.0,93,5.687085
-1.0,83,6.465079
-1.0,67,7.058562
-1.0,94,7.913394
-1.0,77,8.638988
-1.0,136,9.935171
1.0,1,9.946342
1.0,1,9.956474
-1.0,109,10.979673
-1.0,64,11.566542
-1.0,79,12.309578
-1.0,104,13.280609
-1.0,115,14.354929
-1.0,76,15.084367
-1.0,69,15.723931
-1.0,65,16.325398
-1.0,102,17.314021
-1.0,62,17.941797
-1.0,65,18.575833
-1.0,107,19.564193
-1.0,101,20.508994
-1.0,110,21.573226
-1.0,93,22.446543
-1.0,65,23.075309
-1.0,74,23.750308
-1.0,136,25.031042
-1.0,74,25.750154
-1.0,79,26.499197
-1.0,95,27.415642
-1.0,105,28.371564
-1.0,109,29.378275
-1.0,139,30.678237
-1.0,68,31.312404
-1.0,65,31.910719
-1.0,64,32.48978
-1.0,86,33.280379
-1.0,94,34.162564
-1.0,126,35.353211
-1.0,76,36.052284
-1.0,131,37.259903
-1.0,153,38.722567
-1.0,115,39.837146
-1.0,101,40.779334
1.0,71,41.45025
-1.0,122,42.549532
-1.0,69,43.178279
-1.0,97,44.109047
-1.0,110,45.175248
1.0,1,45.185695
-1.0,84,45.995316
-1.0,87,46.787405
-1.0,116,47.845028
-1.0,68,48.477556
-1.0,105,49.483679
-1.0,109,50.52063
-1.0,87,51.307205
-1.0,68,51.963622
-1.0,98,52.924087
-1.0,77,53.67213
-1.0,127,54.878268
-1.0,124,56.044373
-1.0,139,57.316312
-1.0,73,58.008267
-1.0,168,59.654436
-1.0,133,60.930742
-1.0,124,62.142323
-1.0,118,63.260857
-1.0,112,64.337377
-1.0,95,65.245822
1.0,52,65.750662
-1.0,90,66.628566
-1.0,74,67.36268
-1.0,69,68.065113
-1.0,93,68.958097
1.0,47,69.411535
1.0,105,70.426869
-1.0,79,71.189783
-1.0,88,71.997228
-1.0,131,73.180172
-1.0,114,74.22346
-1.0,104,75.186916
-1.0,85,75.964421
-1.0,183,77.838099
1.0,138,79.217629
-1.0,82,80.04782
-1.0,99,81.029395
-1.0,96,81.995476
-1.0,211,84.189787
-1.0,108,85.365203
-1.0,89,86.252669
-1.0,94,87.183167
-1.0,88,88.048219
-1.0,218,90.20351
-1.0,84,91.03515
-1.0,160,92.582811
-1.0,103,93.623748
-1.0,90,94.465274
-1.0,167,96.10082
-1.0,148,97.549429
-1.0,86,98.451701
-1.0,192,100.290932
-1.0,195,102.114131
-1.0,71,102.775334
1.0,126,103.935604
-1.0,108,105.007432
-1.0,96,105.930289
-1.0,239,108.246526
-1.0,70,108.926419
-1.0,69,109.608096
-1.0,81,110.407652
-1.0,100,111.449061
-1.0,180,113.206091
1.0,42,113.626966
-1.0,119,114.820151
-1.0,117,116.002586
1.0,39,116.405254
-1.0,86,117.369327
1.0,14,117.528319
-1.0,57,118.138493
1.0,91,119.118927
-1.0,87,120.053692
-1.0,99,121.019706
-1.0,99,122.042709
-1.0,125,123.365414
-1.0,80,124.094926
-1.0,156,125.50869
1.0,1,125.518137
-1.0,106,126.506386
1.0,1,126.517666
-1.0,82,127.301017
-1.0,61,127.891475
-1.0,75,128.588548
-1.0,87,129.449701
-1.0,115,130.516494
-1.0,138,131.815521
-1.0,67,132.439786
-1.0,114,133.516825
-1.0,96,134.431866
-1.0,103,135.416546
-1.0,97,136.30968
-1.0,103,137.24567
-1.0,123,138.409087
-1.0,70,139.087824
-1.0,85,139.892477
-1.0,84,140.670333
-1.0,66,141.276777
-1.0,108,142.27605
-1.0,94,143.22337
-1.0,81,144.003509
-1.0,55,144.565878
-1.0,121,145.710982
-1.0,88,146.5492
1.0,55,147.055812
-1.0,88,147.93817
-1.0,220,149.995688
-1.0,85,150.769606
1.0,99,151.745064
1.0,90,152.585516
-1.0,68,153.258267
-1.0,86,154.092883
-1.0,62,154.683814
-1.0,39,155.060115
-1.0,102,155.999517
-1.0,68,156.645891
-1.0,115,157.753771
-1.0,89,158.630095
1.0,50,159.108852
-1.0,70,159.74997
-1.0,121,160.941087
-1.0,107,161.975746
-1.0,85,162.812675
-1.0,66,163.492107
-1.0,85,164.305658
1.0,10,164.394932
1.0,1,164.404897
-1.0,93,165.271716
-1.0,95,166.175411
-1.0,84,166.96632
-1.0,55,167.488834
-1.0,79,168.305238
-1.0,88,169.332553
-1.0,45,169.804085
-1.0,94,170.762222
-1.0,94,171.679166
-1.0,60,172.312222
-1.0,48,172.781969
-1.0,76,173.498078
-1.0,91,174.39682
-1.0,62,175.004128
-1.0,81,175.784949
-1.0,96,176.719126
-1.0,74,177.427733
-1.0,88,178.27676
-1.0,71,178.975935
-1.0,65,179.619138
-1.0,96,180.536265
-1.0,122,181.76696
1.0,70,182.431243
-1.0,40,182.820201
-1.0,87,183.676763
-1.0,39,184.047373
-1.0,36,184.383031
-1.0,68,185.064049
-1.0,60,185.665827
-1.0,66,186.296596
-1.0,120,187.468019
-1.0,92,188.376985
-1.0,73,189.104207
1.0,64,189.723213
-1.0,106,190.79515
-1.0,78,191.579057
-1.0,83,192.36616
-1.0,87,193.16355
-1.0,73,193.840559
-1.0,140,195.166215
-1.0,286,197.911762
-1.0,95,198.819031
-1.0,97,199.741576
1.0,1,199.751954
-1.0,53,200.248856
-1.0,86,201.044852
-1.0,141,202.379847
-1.0,119,203.502022
-1.0,97,204.468219
-1.0,105,205.471629
-1.0,86,206.270622
-1.0,97,207.195005
