#{"t_start": 1759560880.5602634, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,68,1.159309
-1.0,98,1.411361
-1.0,97,1.662253
-1.0,93,1.896652
-1.0,146,2.262238
1.0,80,2.46623
-1.0,93,2.704162
-1.0,90,2.941355
-1.0,101,3.198156
-1.0,84,3.408754
-1.0,118,4.150671
-1.0,76,4.844192
-1.0,80,5.580335
-1.0,86,6.379278
-1.0,94,7.226163
-1.0,69,7.847362
1.0,88,8.677761
-1.0,92,9.560185
-1.0,135,10.834823
-1.0,81,11.574656
1.0,5,11.621742
-1.0,104,12.595799
-1.0,70,13.251857
-1.0,92,14.098152
-1.0,110,15.161386
-1.0,97,16.051222
-1.0,76,16.755899
-1.0,65,17.418629
-1.0,94,18.364149
-1.0,118,19.454299
-1.0,143,20.78699
1.0,54,21.318355
-1.0,87,22.143644
-1.0,111,23.199851
-1.0,87,23.997376
-1.0,72,24.672135
-1.0,84,25.485108
-1.0,100,26.439122
-1.0,97,27.376696
-1.0,107,28.352764
1.0,80,29.086986
-1.0,117,30.200504
-1.0,61,30.75453
-1.0,125,31.908753
1.0,31,32.187792
-1.0,119,33.278934
-1.0,172,34.906406
-1.0,129,36.100203
-1.0,71,36.758607
1.0,83,37.519018
-1.0,134,38.811573
-1.0,87,39.648094
-1.0,120,40.777781
-1.0,113,41.826743
-1.0,94,42.679892
-1.0,77,43.382478
-1.0,110,44.44841
-1.0,144,45.83722
-1.0,86,46.635967
-1.0,110,47.632117
-1.0,90,48.467452
-1.0,83,49.267333
1.0,6,49.322784
-1.0,109,50.363004
-1.0,87,51.151342
1.0,55,51.668161
-1.0,60,52.256274
-1.0,89,53.122185
-1.0,68,53.781202
-1.0,128,54.994006
-1.0,82,55.773946
-1.0,73,56.45004
-1.0,101,57.369982
-1.0,98,58.316074
-1.0,170,59.952284
1.0,53,60.433487
-1.0,89,61.371388
-1.0,85,62.170236
-1.0,83,62.95121
-1.0,73,63.659191
-1.0,136,64.953236
-1.0,119,66.110936
-1.0,97,67.049066
1.0,12,67.172196
1.0,10,67.275561
-1.0,109,68.381089
-1.0,82,69.163402
-1.0,92,70.060314
-1.0,97,70.994443
-1.0,269,73.451794
1.0,48,73.882484
-1.0,95,74.759913
-1.0,83,75.527083
-1.0,93,76.4166
1.0,48,76.905317
-1.0,82,77.747352
-1.0,73,78.49436
-1.0,102,79.504736
-1.0,71,80.230843
1.0,1,80.242444
-1.0,100,81.221323
1.0,30,81.529801
-1.0,89,82.418882
-1.0,63,83.053272
-1.0,77,83.889884
-1.0,97,84.945767
-1.0,73,85.708283
-1.0,84,86.535186
-1.0,98,87.49811
-1.0,97,88.479509
-1.0,128,89.731554
1.0,64,90.363524
-1.0,96,91.316999
-1.0,103,92.295062
-1.0,102,93.322516
-1.0,100,94.27662
-1.0,111,95.364774
-1.0,89,96.224417
1.0,76,96.963122
-1.0,105,98.027735
-1.0,89,98.9379
-1.0,92,99.819503
-1.0,115,100.887545
-1.0,88,101.701653
-1.0,71,102.37863
-1.0,84,103.1481
-1.0,267,105.718536
1.0,33,106.033173
-1.0,197,107.950328
-1.0,85,108.765687
-1.0,60,109.367695
-1.0,132,110.667323
-1.0,113,111.830547
-1.0,86,112.681272
-1.0,166,114.314034
-1.0,91,115.232484
-1.0,170,117.006914
-1.0,73,117.824067
1.0,46,118.338505
-1.0,62,118.99233
1.0,62,119.674349
-1.0,76,120.425888
-1.0,97,121.391552
-1.0,90,122.364282
-1.0,266,124.904591
-1.0,74,125.571832
-1.0,125,126.745159
-1.0,101,127.720145
-1.0,78,128.44651
-1.0,103,129.457915
1.0,71,130.123658
-1.0,82,130.881767
-1.0,84,131.679113
-1.0,87,132.487525
-1.0,76,133.200068
-1.0,90,134.077503
-1.0,69,134.722511
-1.0,71,135.396985
-1.0,94,136.262359
-1.0,134,137.479893
-1.0,91,138.349794
-1.0,115,139.451714
-1.0,106,140.441441
-1.0,87,141.246416
-1.0,94,142.118992
-1.0,71,142.819196
-1.0,73,143.538358
-1.0,54,144.062978
1.0,94,144.981246
1.0,78,145.730293
-1.0,102,146.701776
-1.0,95,147.608561
-1.0,84,148.436823
-1.0,94,149.315708
-1.0,68,149.938579
-1.0,185,151.692516
-1.0,103,152.661055
-1.0,150,154.13016
-1.0,72,154.818851
1.0,1,154.829494
1.0,84,155.603299
-1.0,87,156.426715
-1.0,102,157.396302
-1.0,97,158.356178
-1.0,87,159.189888
-1.0,107,160.188174
-1.0,79,160.984121
1.0,86,161.810739
1.0,56,162.350111
-1.0,98,163.335236
-1.0,91,164.230538
1.0,1,164.240933
-1.0,76,164.946807
-1.0,98,165.860834
1.0,57,166.412894
-1.0,81,167.172578
-1.0,32,167.478494
-1.0,59,168.07623
-1.0,112,169.362449
-1.0,73,170.126327
-1.0,41,170.544159
-1.0,69,171.22201
-1.0,83,172.066409
-1.0,90,172.955967
-1.0,90,173.831234
-1.0,87,174.669652
-1.0,62,175.270643
-1.0,84,176.074053
-1.0,74,176.80882
-1.0,100,177.757353
-1.0,84,178.579463
-1.0,179,180.328916
1.0,44,180.751873
-1.0,70,181.466272
-1.0,84,182.273337
1.0,64,182.894726
-1.0,111,183.979478
-1.0,156,185.512841
-1.0,124,186.71217
-1.0,132,188.031308
-1.0,74,188.727854
-1.0,113,189.857284
-1.0,146,191.348071
-1.0,100,192.289792
-1.0,87,193.090246
-1.0,99,194.01441
-1.0,74,194.71717
-1.0,77,195.438038
-1.0,58,196.004026
-1.0,88,196.850007
-1.0,74,197.558767
-1.0,72,198.245422
-1.0,91,199.119613
-1.0,68,199.760118
-1.0,155,201.201399
-1.0,91,202.080277
-1.0,128,203.272107
-1.0,96,204.224918
-1.0,75,204.950297
-1.0,61,205.526218
-1.0,158,207.007938
-1.0,144,208.387202
-1.0,89,209.209969
-1.0,84,209.98213
-1.0,90,210.840889
-1.0,74,211.584194
1.0,91,212.543055
1.0,73,213.277246
1.0,23,213.514319
-1.0,87,214.355198
-1.0,63,215.033845
-1.0,83,215.896376
-1.0,115,217.039855
-1.0,86,217.879738
1.0,93,218.7812
-1.0,97,219.766029
-1.0,132,221.061659
-1.0,74,221.813236
-1.0,92,222.7557
-1.0,107,223.866425
1.0,25,224.107786
-1.0,144,225.560311
-1.0,66,226.23565
-1.0,98,227.262228
-1.0,115,228.422435
-1.0,79,229.242194
-1.0,89,230.093975
-1.0,55,230.616288
-1.0,110,231.736721
-1.0,100,232.712512
-1.0,71,233.375736
-1.0,124,234.553885
-1.0,60,235.131246
-1.0,93,236.065134
-1.0,151,237.555106
-1.0,121,238.770899
-1.0,88,239.646604
-1.0,260,242.186823
-1.0,92,243.062899
-1.0,56,243.592356
-1.0,70,244.267534
-1.0,97,245.20636
1.0,104,246.193429
-1.0,89,247.079711
-1.0,121,248.246816
-1.0,93,249.125361
-1.0,110,250.17037
1.0,87,251.019405
-1.0,87,251.850023
1.0,97,252.812072
-1.0,132,254.060169
1.0,77,254.792537
-1.0,104,255.829572
-1.0,86,256.675265
-1.0,62,257.306523
-1.0,75,258.098638
-1.0,69,258.754097
1.0,35,259.08951
-1.0,171,260.794357
-1.0,143,262.243022
-1.0,75,262.985541
-1.0,98,263.966462
1.0,83,264.790158
-1.0,76,265.559054
-1.0,85,266.386759
-1.0,69,267.093333
-1.0,133,268.410153
-1.0,74,269.162622
1.0,58,269.733657
-1.0,79,270.529671
-1.0,136,271.813533
-1.0,72,272.511319
-1.0,92,273.43537
-1.0,133,274.764043
-1.0,50,275.243684
-1.0,249,277.730129
-1.0,87,278.599369
-1.0,123,279.857378
1.0,39,280.228505
1.0,65,280.870045
1.0,16,281.030167
-1.0,89,281.881765
-1.0,79,282.648726
-1.0,501,287.455589
-1.0,113,288.536162
-1.0,91,289.471989
-1.0,74,290.18786
1.0,27,290.449335
-1.0,89,291.323024
-1.0,80,292.15071
-1.0,85,292.976915
-1.0,103,293.970875
-1.0,124,295.158299
-1.0,94,296.076295
-1.0,103,297.134333
-1.0,89,297.983098
-1.0,103,298.972594
-1.0,133,300.252191
-1.0,81,301.063372
-1.0,66,301.73755
-1.0,82,302.571536
-1.0,77,303.330435
-1.0,90,304.25145
1.0,1,304.262654
-1.0,80,305.077683
-1.0,74,305.808445
-1.0,61,306.398788
-1.0,81,307.180356
-1.0,172,308.889742
-1.0,117,310.028555
-1.0,89,310.895774
-1.0,134,312.210415
-1.0,105,313.257864
-1.0,120,314.479023
1.0,95,315.401788
1.0,11,315.512679
-1.0,136,316.862759
-1.0,113,317.983864
1.0,70,318.688298
1.0,17,318.848855
-1.0,78,319.60415
-1.0,96,320.527603
-1.0,89,321.375371
-1.0,90,322.246168
-1.0,132,323.548371
-1.0,77,324.325307
1.0,84,325.15453
-1.0,81,325.930196
-1.0,70,326.608428
-1.0,134,327.908025
-1.0,89,328.755129
1.0,1,328.765229
1.0,71,329.470182
-1.0,169,331.096291
-1.0,57,331.654808
-1.0,44,332.110556
-1.0,92,333.014448
1.0,157,334.533738
-1.0,65,335.195749
-1.0,79,335.991178
1.0,51,336.499825
-1.0,120,337.664161
-1.0,106,338.716797
-1.0,108,339.771721
-1.0,97,340.753539
-1.0,104,341.75764
-1.0,95,342.694164
-1.0,65,343.363472
1.0,105,344.417498
-1.0,57,344.965218
-1.0,76,345.711829
-1.0,81,346.522764
-1.0,42,346.927861
-1.0,74,347.644028
1.0,81,348.440001
-1.0,94,349.342858
-1.0,92,350.22425
-1.0,81,351.009945
-1.0,96,351.977917
1.0,26,352.251101
-1.0,95,353.211269
-1.0,78,354.002855
-1.0,90,354.903339
-1.0,89,355.775612
-1.0,96,356.718231
-1.0,80,357.539354
-1.0,97,358.485986
-1.0,77,359.273522
-1.0,74,359.988914
-1.0,104,361.020974
1.0,53,361.558698
-1.0,91,362.492597
-1.0,94,363.465132
-1.0,91,364.388132
-1.0,85,365.260145
-1.0,76,366.006809
1.0,75,366.739486
-1.0,79,367.499844
1.0,80,368.308215
-1.0,70,368.995257
-1.0,85,369.867675
-1.0,90,370.769991
-1.0,118,371.925043
-1.0,96,372.86609
1.0,45,373.300309
-1.0,76,374.061535
1.0,59,374.646985
-1.0,63,375.255509
-1.0,73,375.949789
-1.0,70,376.637461
-1.0,64,377.262352
-1.0,115,378.379477
-1.0,97,379.347054
-1.0,73,380.122029
-1.0,88,381.034508
-1.0,67,381.704323
1.0,52,382.223797
-1.0,145,383.652947
-1.0,64,384.274024
-1.0,88,385.162964
-1.0,60,385.785353
-1.0,123,387.015761
-1.0,77,387.822518
-1.0,91,388.737367
-1.0,89,389.659783
1.0,49,390.159957
-1.0,68,390.842797
-1.0,86,391.675253
-1.0,129,392.966364
1.0,64,393.640216
-1.0,93,394.599812
1.0,82,395.442605
-1.0,75,396.211641
-1.0,129,397.491372
-1.0,71,398.225339
1.0,87,399.107129
-1.0,71,399.849234
