#{"t_start": 1759560880.5650222, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,149,1.364277
-1.0,85,1.584966
-1.0,69,1.756693
-1.0,121,2.06288
1.0,16,2.103336
-1.0,69,2.275197
-1.0,91,2.508765
-1.0,106,2.782291
-1.0,114,3.076586
-1.0,115,3.365345
-1.0,101,3.618982
-1.0,130,5.043546
-1.0,120,6.150997
-1.0,89,6.952986
-1.0,122,8.06924
-1.0,90,8.92031
-1.0,71,9.605748
-1.0,130,10.831206
-1.0,147,12.187617
-1.0,80,12.939554
-1.0,77,13.645133
-1.0,126,14.832496
-1.0,77,15.567963
-1.0,65,16.168656
-1.0,65,16.772756
-1.0,87,17.658761
-1.0,117,18.784616
-1.0,102,19.741122
-1.0,115,20.812251
-1.0,133,22.091964
1.0,22,22.29634
-1.0,84,23.107367
-1.0,114,24.155707
-1.0,83,24.921433
-1.0,69,25.609623
-1.0,81,26.375905
-1.0,88,27.232624
-1.0,84,28.007118
-1.0,116,29.064041
-1.0,76,29.775901
-1.0,132,31.012433
-1.0,125,32.154901
-1.0,127,33.324199
1.0,84,34.107277
1.0,1,34.118132
-1.0,101,35.088495
-1.0,61,35.641344
-1.0,126,36.809473
-1.0,134,38.061757
-1.0,100,39.030914
-1.0,99,39.97992
-1.0,70,40.635131
-1.0,111,41.66477
-1.0,62,42.228015
-1.0,116,43.284674
-1.0,117,44.414649
-1.0,108,45.464563
1.0,46,45.904431
-1.0,121,47.010836
-1.0,109,48.004418
-1.0,120,49.146853
-1.0,89,49.977857
-1.0,97,50.891632
-1.0,84,51.674723
-1.0,95,52.595861
-1.0,89,53.467201
-1.0,111,54.536827
1.0,78,55.258443
-1.0,115,56.341872
-1.0,107,57.320078
-1.0,116,58.432692
-1.0,106,59.47155
-1.0,169,61.118984
-1.0,407,65.005447
-1.0,93,65.916118
-1.0,125,67.127549
-1.0,111,68.256532
-1.0,79,69.017238
-1.0,84,69.830114
-1.0,79,70.586733
-1.0,136,71.867097
-1.0,109,72.853902
-1.0,86,73.63641
-1.0,88,74.442391
1.0,1,74.452211
1.0,33,74.756311
1.0,63,75.337566
-1.0,101,76.293839
1.0,40,76.687855
-1.0,114,77.875821
-1.0,131,79.1829
-1.0,117,80.365001
-1.0,92,81.267927
-1.0,155,82.827453
-1.0,85,83.727516
-1.0,83,84.618954
1.0,88,85.574606
-1.0,145,87.003587
-1.0,88,87.867406
-1.0,101,88.898314
-1.0,94,89.804522
-1.0,108,90.855577
-1.0,88,91.726121
-1.0,187,93.581686
-1.0,87,94.392756
-1.0,92,95.300674
-1.0,124,96.489994
-1.0,89,97.377907
1.0,62,98.011842
1.0,114,99.178668
-1.0,86,99.987112
-1.0,84,100.761437
-1.0,73,101.437675
-1.0,107,102.44838
-1.0,84,103.216624
-1.0,101,104.177376
1.0,10,104.277266
-1.0,173,105.954337
1.0,111,107.04313
-1.0,141,108.39309
-1.0,92,109.300198
1.0,9,109.393201
-1.0,91,110.283411
-1.0,66,110.942888
-1.0,168,112.647239
-1.0,87,113.493884
-1.0,69,114.179491
-1.0,64,114.823895
-1.0,63,115.45959
-1.0,119,116.686006
-1.0,108,117.897287
1.0,61,118.575239
1.0,1,118.586075
-1.0,78,119.414189
1.0,87,120.310359
-1.0,104,121.337307
-1.0,61,121.958863
-1.0,186,123.855006
-1.0,71,124.499926
-1.0,125,125.639343
-1.0,89,126.471314
-1.0,76,127.198018
-1.0,47,127.653108
-1.0,126,128.855116
-1.0,50,129.350271
-1.0,69,129.995684
-1.0,119,131.122471
-1.0,131,132.333519
-1.0,77,133.05132
-1.0,141,134.399317
-1.0,107,135.420263
-1.0,95,136.29561
-1.0,166,137.817083
-1.0,107,138.837276
-1.0,95,139.756314
-1.0,80,140.497196
-1.0,94,141.368365
-1.0,106,142.354164
-1.0,82,143.180516
-1.0,75,143.891112
-1.0,54,144.447494
1.0,83,145.231553
-1.0,75,145.950381
-1.0,147,147.348649
-1.0,106,148.393497
-1.0,64,149.003745
-1.0,95,149.871141
-1.0,128,151.052688
-1.0,82,151.867086
-1.0,73,152.541753
-1.0,85,153.390456
-1.0,80,154.154609
-1.0,178,155.823102
-1.0,78,156.564453
-1.0,86,157.381215
-1.0,79,158.166435
1.0,57,158.719838
-1.0,75,159.419732
1.0,115,160.529671
-1.0,52,161.056326
-1.0,102,162.028047
-1.0,44,162.451072
-1.0,80,163.261459
1.0,6,163.320795
-1.0,92,164.226864
-1.0,61,164.791914
-1.0,89,165.620322
-1.0,112,166.693279
-1.0,52,167.178439
-1.0,94,168.114768
-1.0,91,169.176599
-1.0,258,171.793835
-1.0,73,172.543499
1.0,54,173.06791
-1.0,100,174.039566
-1.0,75,174.761297
-1.0,81,175.545913
1.0,96,176.467539
-1.0,101,177.451568
-1.0,132,178.729181
-1.0,35,179.071162
-1.0,77,179.830304
-1.0,105,180.852433
-1.0,94,181.799528
-1.0,79,182.558384
-1.0,115,183.680524
1.0,26,183.925629
-1.0,84,184.758835
-1.0,83,185.570531
-1.0,106,186.591935
1.0,48,187.049409
-1.0,134,188.380808
1.0,85,189.223602
-1.0,73,189.944442
-1.0,63,190.586572
-1.0,123,191.79336
-1.0,39,192.168731
-1.0,127,193.340118
-1.0,112,194.391559
-1.0,115,195.480164
-1.0,494,200.208087
-1.0,86,201.002238
-1.0,93,201.89526
1.0,60,202.449387
-1.0,117,203.556878
-1.0,119,204.733942
-1.0,85,205.541215
-1.0,82,206.302775
-1.0,50,206.776751
-1.0,126,207.976449
-1.0,86,208.789042
-1.0,56,209.311376
-1.0,83,210.069502
-1.0,91,210.947846
-1.0,80,211.752029
-1.0,57,212.350128
-1.0,155,213.922516
-1.0,142,215.381152
-1.0,100,216.397595
-1.0,52,216.921431
-1.0,78,217.675724
-1.0,100,218.645118
-1.0,63,219.269926
-1.0,74,220.038119
-1.0,79,220.806855
-1.0,91,221.708065
-1.0,85,222.583569
-1.0,102,223.647971
1.0,78,224.421867
-1.0,69,225.128342
1.0,91,226.038082
-1.0,103,227.120442
-1.0,94,228.071623
-1.0,128,229.383713
-1.0,160,230.926505
-1.0,114,232.075052
-1.0,111,233.136376
-1.0,135,234.417227
-1.0,114,235.524047
-1.0,121,236.735585
-1.0,115,237.864287
1.0,51,238.373992
-1.0,90,239.273224
-1.0,86,240.145074
-1.0,118,241.296398
-1.0,111,242.366983
-1.0,102,243.336355
-1.0,100,244.293515
-1.0,78,245.046599
-1.0,129,246.284947
-1.0,104,247.306471
-1.0,94,248.214029
-1.0,97,249.132026
-1.0,187,250.927401
-1.0,119,252.067338
-1.0,98,253.033052
-1.0,74,253.728955
-1.0,56,254.264033
-1.0,88,255.106873
-1.0,65,255.761526
-1.0,92,256.671607
-1.0,70,257.394129
-1.0,111,258.511251
1.0,79,259.265383
-1.0,85,260.118654
-1.0,101,261.13687
-1.0,95,262.09204
-1.0,149,263.593332
-1.0,100,264.568247
-1.0,129,265.86772
-1.0,120,267.06748
-1.0,83,267.901596
-1.0,99,268.889068
-1.0,104,269.918286
-1.0,90,270.809313
-1.0,86,271.62154
-1.0,100,272.588296
-1.0,68,273.278386
-1.0,91,274.20955
-1.0,98,275.144165
-1.0,47,275.603725
-1.0,91,276.503887
1.0,53,277.036932
-1.0,52,277.562028
-1.0,70,278.272089
-1.0,114,279.413993
-1.0,120,280.600361
1.0,70,281.299164
-1.0,81,282.066865
-1.0,93,282.972382
-1.0,80,283.741117
1.0,52,284.235906
-1.0,152,285.701124
-1.0,84,286.509737
-1.0,73,287.206897
-1.0,91,288.081115
-1.0,71,288.775168
1.0,25,289.032367
-1.0,113,290.144373
-1.0,118,291.297489
-1.0,118,292.508621
-1.0,141,293.862814
-1.0,95,294.772709
-1.0,107,295.809327
1.0,27,296.072611
1.0,52,296.621297
-1.0,107,297.665378
1.0,125,298.864092
1.0,50,299.351626
1.0,32,299.657689
-1.0,87,300.489997
1.0,92,301.433591
-1.0,103,302.477789
-1.0,83,303.294222
-1.0,117,304.499653
-1.0,112,305.620994
-1.0,97,306.564072
-1.0,106,307.61257
-1.0,89,308.486365
-1.0,77,309.243447
-1.0,82,310.034552
-1.0,98,310.995944
-1.0,34,311.333451
1.0,42,311.746959
-1.0,98,312.692935
-1.0,83,313.542325
-1.0,89,314.441635
-1.0,173,316.131591
-1.0,90,317.038296
-1.0,71,317.741395
-1.0,115,318.885168
-1.0,152,320.350443
-1.0,104,321.341682
-1.0,77,322.086247
1.0,43,322.498017
-1.0,87,323.357463
-1.0,97,324.344191
-1.0,71,325.039416
-1.0,100,326.00479
1.0,17,326.168292
-1.0,91,327.052388
1.0,60,327.629606
1.0,30,327.923228
-1.0,126,329.13074
-1.0,102,330.131179
-1.0,90,330.993188
-1.0,69,331.673607
-1.0,83,332.515155
-1.0,78,333.276078
-1.0,135,334.579254
-1.0,85,335.442243
-1.0,106,336.50636
-1.0,128,337.755546
-1.0,93,338.674051
-1.0,97,339.623386
-1.0,67,340.270407
-1.0,102,341.295554
-1.0,100,342.262491
-1.0,93,343.21541
-1.0,68,343.900485
-1.0,176,345.623785
-1.0,69,346.32144
-1.0,112,347.402113
1.0,79,348.181684
-1.0,69,348.840724
-1.0,75,349.575361
-1.0,74,350.281207
1.0,57,350.829263
1.0,46,351.271878
-1.0,41,351.692537
1.0,134,353.062462
-1.0,58,353.656009
-1.0,70,354.367388
-1.0,41,354.772058
-1.0,130,356.044161
-1.0,81,356.86042
-1.0,86,357.710438
