#{"t_start": 1760853174.325542, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,100,1.893753
-1.0,99,2.847662
-1.0,103,3.820488
-1.0,93,4.764607
-1.0,134,6.096494
-1.0,111,7.189996
-1.0,48,7.65691
-1.0,211,9.717067
-1.0,130,11.375364
-1.0,74,12.49236
-1.0,93,13.838799
-1.0,125,15.776296
-1.0,125,17.791557
-1.0,107,19.497386
-1.0,104,21.140951
-1.0,113,23.004705
-1.0,56,23.85627
-1.0,115,25.616563
-1.0,49,26.361697
-1.0,74,27.53438
-1.0,120,29.410923
1.0,24,29.772451
-1.0,121,31.663664
-1.0,98,33.223308
-1.0,62,34.185083
-1.0,96,35.783211
-1.0,116,37.618757
-1.0,87,38.972686
-1.0,106,40.590959
-1.0,311,45.257883
-1.0,90,46.705116
-1.0,149,48.932451
-1.0,89,50.277453
-1.0,104,51.920182
-1.0,122,53.784946
-1.0,59,54.684762
-1.0,111,56.36226
-1.0,60,57.266022
-1.0,100,58.810456
-1.0,87,60.153053
-1.0,107,61.856412
-1.0,85,63.160179
-1.0,149,65.392632
-1.0,48,66.143623
-1.0,91,67.564701
-1.0,125,69.479557
-1.0,94,70.905627
-1.0,108,72.61164
-1.0,174,75.344742
-1.0,83,76.660853
-1.0,204,79.808317
-1.0,79,81.062378
-1.0,49,81.825343
-1.0,97,83.327535
-1.0,151,85.647018
-1.0,75,86.848507
-1.0,134,88.895586
-1.0,49,89.639865
-1.0,140,91.790059
-1.0,127,93.72091
-1.0,103,95.303147
-1.0,85,96.599468
-1.0,156,98.988617
-1.0,148,101.243415
-1.0,143,103.502416
-1.0,48,104.228284
-1.0,119,106.057695
-1.0,86,107.461981
-1.0,118,109.274195
-1.0,89,110.62672
-1.0,74,111.732292
-1.0,106,113.398016
-1.0,114,115.346015
-1.0,80,116.6467
-1.0,95,118.163957
-1.0,57,119.080128
-1.0,89,120.53906
-1.0,75,121.786075
-1.0,111,123.617152
-1.0,86,124.993788
-1.0,92,126.388289
-1.0,121,128.214946
-1.0,84,129.508832
-1.0,211,132.783909
-1.0,69,133.864814
-1.0,129,135.949537
-1.0,109,137.634737
-1.0,169,140.289069
-1.0,75,141.469659
-1.0,53,142.32051
-1.0,106,143.983304
-1.0,115,145.844023
-1.0,108,147.57613
-1.0,58,148.475502
-1.0,40,149.101962
-1.0,113,150.894766
-1.0,98,152.459037
-1.0,99,154.030764
-1.0,120,155.950107
-1.0,86,157.303792
-1.0,129,159.308831
-1.0,89,160.733604
-1.0,74,161.897409
-1.0,91,163.294991
-1.0,108,164.974631
-1.0,78,166.214743
-1.0,87,167.584146
-1.0,70,168.769427
