#{"t_start": 1760853174.2835357, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,62,1.572997
-1.0,113,2.649464
-1.0,85,3.466329
-1.0,122,4.675994
-1.0,136,6.028009
-1.0,96,6.974119
1.0,6,7.032474
-1.0,80,7.81564
-1.0,68,8.489079
-1.0,125,9.69876
-1.0,157,11.72842
-1.0,307,16.357115
-1.0,137,18.600816
-1.0,168,21.270235
-1.0,49,22.104599
-1.0,140,24.277026
-1.0,99,25.797621
-1.0,68,26.82597
-1.0,108,28.567229
-1.0,112,30.259558
-1.0,108,31.967902
-1.0,85,33.323815
-1.0,88,34.722791
-1.0,69,35.870841
-1.0,62,36.855754
-1.0,113,38.615989
-1.0,108,40.285058
-1.0,72,41.367956
-1.0,204,44.390679
-1.0,76,45.592803
-1.0,70,46.709061
-1.0,106,48.287903
-1.0,64,49.267884
-1.0,100,50.792885
-1.0,94,52.278304
-1.0,177,54.969464
-1.0,81,56.190941
-1.0,107,57.798619
-1.0,111,59.510879
-1.0,143,61.780374
-1.0,74,62.905529
-1.0,83,64.167627
-1.0,169,66.767401
-1.0,72,67.87675
-1.0,103,69.455774
-1.0,173,72.104746
-1.0,81,73.380581
-1.0,101,75.009799
-1.0,80,76.282483
-1.0,122,78.165605
-1.0,221,81.598475
-1.0,101,83.164971
-1.0,99,84.665268
-1.0,186,87.614578
-1.0,90,88.964982
-1.0,90,90.353864
-1.0,73,91.459992
-1.0,76,92.634421
-1.0,126,94.539137
-1.0,76,95.699142
-1.0,90,97.098458
-1.0,107,98.724303
-1.0,154,101.05831
-1.0,311,105.889077
-1.0,95,107.435238
-1.0,102,109.006224
-1.0,82,110.257942
-1.0,145,112.432041
-1.0,126,114.481993
-1.0,116,116.455293
-1.0,83,117.787761
-1.0,135,119.984542
-1.0,151,122.436058
-1.0,77,123.736675
-1.0,132,125.803517
-1.0,109,127.439372
-1.0,86,128.761445
-1.0,86,130.085532
-1.0,121,131.973493
-1.0,93,133.417158
-1.0,137,135.620545
-1.0,77,136.830888
-1.0,134,138.928738
-1.0,91,140.346029
-1.0,201,143.510514
-1.0,95,145.04881
-1.0,45,145.769311
-1.0,127,147.803093
-1.0,112,149.542982
-1.0,44,150.253681
-1.0,102,151.873757
-1.0,61,152.84886
-1.0,115,154.672892
-1.0,155,157.149198
-1.0,231,160.772527
-1.0,99,162.325352
-1.0,94,163.761439
-1.0,84,165.07655
-1.0,78,166.315696
-1.0,104,167.980016
