#{"t_start": 1760853174.2773721, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,135,2.265656
-1.0,75,2.999358
-1.0,187,4.829424
-1.0,150,6.315069
-1.0,61,6.919809
-1.0,91,7.811095
-1.0,77,8.571227
-1.0,101,9.552617
-1.0,62,10.145067
-1.0,85,11.339612
-1.0,104,12.903952
-1.0,63,13.810764
-1.0,109,15.485728
-1.0,130,17.579217
-1.0,80,18.854985
-1.0,92,20.324692
-1.0,133,22.514823
-1.0,138,24.611184
-1.0,145,26.831273
-1.0,118,28.728831
-1.0,114,30.458964
-1.0,161,33.019304
-1.0,96,34.529225
-1.0,75,35.77821
-1.0,154,38.184399
-1.0,80,39.458512
-1.0,136,41.504123
-1.0,98,42.931627
-1.0,131,44.903528
-1.0,135,47.088993
-1.0,203,50.111863
-1.0,122,52.027445
-1.0,91,53.428221
-1.0,51,54.201999
-1.0,96,55.665547
-1.0,89,56.991778
-1.0,152,59.318685
-1.0,87,60.699835
-1.0,53,61.515687
-1.0,138,63.660029
-1.0,154,65.987536
-1.0,82,67.251154
-1.0,81,68.50869
-1.0,87,69.84223
-1.0,118,71.647301
-1.0,182,74.527356
-1.0,92,75.996424
-1.0,81,77.257016
-1.0,93,78.703086
-1.0,84,79.975819
-1.0,72,81.123735
-1.0,72,82.242682
-1.0,108,83.897036
-1.0,70,84.961383
-1.0,89,86.389902
-1.0,55,87.240242
-1.0,191,90.17809
-1.0,245,93.90352
-1.0,92,95.316527
-1.0,157,97.724154
-1.0,124,99.605635
-1.0,128,101.578621
-1.0,87,102.929069
-1.0,262,107.023659
-1.0,123,108.947972
-1.0,94,110.382542
-1.0,108,111.998339
-1.0,106,113.68058
-1.0,63,114.714483
-1.0,120,116.756837
-1.0,77,117.986526
-1.0,92,119.480323
-1.0,119,121.442716
-1.0,108,123.233593
-1.0,59,124.178062
-1.0,62,125.16
-1.0,76,126.307652
-1.0,86,127.598572
-1.0,102,129.167768
-1.0,89,130.538069
-1.0,45,131.230225
-1.0,118,133.073874
-1.0,102,134.696678
-1.0,124,136.686083
-1.0,97,138.191479
-1.0,64,139.205095
-1.0,106,140.857349
-1.0,132,142.943312
-1.0,52,143.756799
-1.0,114,145.597473
-1.0,149,147.978287
-1.0,152,150.36861
-1.0,100,151.959389
-1.0,273,156.315188
-1.0,72,157.438908
-1.0,70,158.540689
-1.0,69,159.609894
-1.0,87,160.998331
-1.0,133,163.061206
-1.0,111,164.781654
-1.0,220,168.307824
