#{"t_start": 1759561404.054397, "env_id": "CustomLunarLander-v0"}
r,l,t
1.0,57,1.129299
-1.0,80,1.330011
1.0,61,1.479539
-1.0,72,1.656981
-1.0,72,1.836033
1.0,69,2.007668
-1.0,80,2.203884
-1.0,113,2.485928
-1.0,70,2.664908
-1.0,80,2.868786
-1.0,64,3.031808
-1.0,108,3.300765
-1.0,112,3.574445
-1.0,77,4.551401
-1.0,87,5.363234
-1.0,140,6.688621
-1.0,71,7.333703
-1.0,76,8.049512
-1.0,108,9.079019
-1.0,86,9.89506
-1.0,110,10.966026
-1.0,90,11.801404
1.0,43,12.201708
-1.0,80,12.968548
-1.0,101,13.911514
-1.0,78,14.625716
1.0,36,14.980227
-1.0,145,16.369765
-1.0,91,17.193964
1.0,53,17.690346
-1.0,71,18.363058
-1.0,74,19.058502
-1.0,93,19.941907
1.0,41,20.334292
-1.0,97,21.273749
-1.0,64,21.855877
-1.0,79,22.579591
-1.0,71,23.242855
-1.0,119,24.315069
-1.0,76,25.016584
-1.0,86,25.837183
-1.0,131,27.071618
-1.0,77,27.775667
-1.0,113,28.830572
-1.0,90,29.666472
-1.0,97,30.574538
-1.0,113,31.597498
1.0,47,32.030517
1.0,66,32.628263
1.0,30,32.93014
-1.0,73,33.614389
-1.0,106,34.593141
-1.0,71,35.265583
1.0,14,35.39667
-1.0,85,36.168051
-1.0,85,36.94718
1.0,57,37.469398
-1.0,85,38.281283
-1.0,111,39.363631
-1.0,102,40.329823
-1.0,85,41.123122
-1.0,128,42.341606
-1.0,76,43.075592
-1.0,131,44.256259
1.0,120,45.411901
-1.0,114,46.461119
-1.0,104,47.413365
-1.0,107,48.399639
-1.0,68,49.022755
-1.0,93,49.873872
-1.0,92,50.752314
-1.0,67,51.374606
-1.0,81,52.131745
-1.0,86,52.959031
-1.0,94,53.817661
-1.0,106,54.801271
-1.0,88,55.612981
1.0,56,56.159525
-1.0,88,57.007916
-1.0,107,58.044505
1.0,87,58.878926
-1.0,115,59.984185
-1.0,96,60.861178
-1.0,73,61.561162
-1.0,64,62.153609
-1.0,125,63.357348
-1.0,134,64.578187
-1.0,67,65.204772
-1.0,75,65.90327
1.0,1,65.913317
-1.0,101,66.853986
-1.0,91,67.69389
-1.0,59,68.234697
1.0,63,68.829011
-1.0,96,69.730722
1.0,94,70.598069
-1.0,98,71.501168
-1.0,89,72.327351
-1.0,70,72.96981
-1.0,91,73.825436
-1.0,112,74.88371
-1.0,88,75.710992
-1.0,98,76.60924
-1.0,120,77.755255
1.0,25,77.989491
-1.0,83,78.747189
-1.0,74,79.447567
-1.0,129,80.684252
-1.0,96,81.596713
-1.0,89,82.403996
-1.0,104,83.386728
-1.0,69,84.068898
-1.0,156,85.531399
-1.0,83,86.297053
1.0,51,86.813267
-1.0,136,88.092846
-1.0,77,88.794904
-1.0,125,89.99249
-1.0,83,90.803606
-1.0,63,91.415571
-1.0,90,92.245682
-1.0,88,93.079733
-1.0,81,93.819273
-1.0,77,94.529881
-1.0,93,95.406066
-1.0,84,96.195113
-1.0,86,96.999964
-1.0,76,97.733759
-1.0,82,98.550757
-1.0,81,99.345003
1.0,62,99.935176
-1.0,101,100.906879
-1.0,75,101.632096
-1.0,100,102.555755
-1.0,86,103.383116
1.0,27,103.639722
1.0,14,103.770132
-1.0,84,104.571644
-1.0,84,105.361337
-1.0,78,106.089239
-1.0,72,106.766441
-1.0,83,107.535047
1.0,4,107.574154
-1.0,187,109.362797
-1.0,92,110.271823
-1.0,95,111.171913
1.0,91,112.079516
-1.0,129,113.324625
-1.0,85,114.143393
-1.0,67,114.795858
-1.0,74,115.508855
-1.0,90,116.356291
-1.0,116,117.427281
-1.0,69,118.056252
-1.0,94,118.926747
-1.0,90,119.763998
1.0,66,120.382838
1.0,45,120.803802
-1.0,103,121.804171
1.0,75,122.508897
-1.0,118,123.616601
-1.0,104,124.605073
-1.0,142,125.960284
-1.0,74,126.690803
1.0,68,127.363761
1.0,1,127.373316
-1.0,108,128.412392
-1.0,113,129.500777
-1.0,80,130.24672
1.0,59,130.806896
-1.0,84,131.58902
-1.0,110,132.610131
1.0,71,133.31326
-1.0,82,134.080965
-1.0,91,134.972699
-1.0,106,135.992972
-1.0,35,136.339185
-1.0,107,137.345129
1.0,41,137.737835
-1.0,92,138.646873
-1.0,70,139.317659
-1.0,89,140.172954
1.0,1,140.182983
-1.0,90,141.03051
1.0,37,141.377651
-1.0,49,141.833025
-1.0,74,142.525876
-1.0,67,143.153018
1.0,94,144.031919
-1.0,59,144.592566
-1.0,69,145.248114
-1.0,116,146.383113
-1.0,134,147.620763
-1.0,55,148.125369
-1.0,101,149.06677
1.0,61,149.632203
1.0,52,150.11065
-1.0,137,151.399314
-1.0,179,153.135733
-1.0,428,157.141935
1.0,5,157.192063
1.0,182,158.89351
1.0,74,159.583518
-1.0,134,160.897868
-1.0,108,161.912558
-1.0,73,162.598303
1.0,101,163.574076
-1.0,84,164.371831
-1.0,163,165.95831
1.0,89,166.832563
1.0,206,168.829934
-1.0,58,169.396311
-1.0,110,170.447438
-1.0,56,171.007072
-1.0,90,171.889292
-1.0,34,172.232205
-1.0,233,174.443204
-1.0,77,175.200553
-1.0,86,176.034565
-1.0,96,176.968971
-1.0,45,177.406571
-1.0,156,178.90719
1.0,163,180.489499
-1.0,56,181.017277
-1.0,112,182.126299
-1.0,88,182.987634
-1.0,316,185.96333
1.0,81,186.710889
-1.0,75,187.400317
-1.0,86,188.186645
-1.0,62,188.763336
-1.0,114,189.872232
1.0,1,189.884118
-1.0,207,191.87532
1.0,32,192.179483
-1.0,101,193.119464
-1.0,79,193.860865
-1.0,107,194.840419
-1.0,56,195.359204
-1.0,63,195.942739
1.0,87,196.791468
-1.0,70,197.445597
-1.0,184,199.150746
-1.0,214,201.134091
-1.0,48,201.576968
1.0,24,201.791579
1.0,97,202.717101
-1.0,90,203.554304
0.0,1000,212.954828
-1.0,164,214.543542
-1.0,78,215.270258
-1.0,81,216.018456
-1.0,45,216.444433
1.0,103,217.402689
-1.0,84,218.182797
1.0,69,218.818631
1.0,73,219.491415
-1.0,186,221.210499
-1.0,407,225.018452
-1.0,93,225.925846
-1.0,144,227.317648
1.0,111,228.38078
0.0,1000,237.942639
-1.0,104,238.939982
-1.0,798,246.497065
-1.0,80,247.268958
-1.0,76,247.992425
-1.0,206,249.899837
1.0,40,250.280262
-1.0,74,250.982774
1.0,48,251.434988
-1.0,218,253.53343
1.0,66,254.152487
1.0,106,255.162367
1.0,33,255.471758
-1.0,90,256.331285
-1.0,423,260.247818
1.0,56,260.78671
-1.0,110,261.82868
-1.0,390,265.522664
-1.0,102,266.486436
1.0,83,267.287047
1.0,90,268.129178
-1.0,585,273.640785
-1.0,77,274.374851
-1.0,64,274.973042
1.0,81,275.736126
-1.0,233,277.956949
-1.0,201,279.894145
-1.0,117,281.013729
-1.0,119,282.115781
-1.0,78,282.846268
-1.0,75,283.563887
0.0,1000,293.136352
-1.0,72,293.804432
1.0,603,299.531111
-1.0,144,300.899436
1.0,84,301.72728
1.0,108,302.7732
-1.0,58,303.398944
0.0,1000,312.813543
1.0,78,313.52402
-1.0,85,314.309275
-1.0,108,315.362273
-1.0,98,316.329673
-1.0,334,319.522365
-1.0,104,320.531179
-1.0,97,321.442874
-1.0,43,321.867312
-1.0,60,322.42939
-1.0,131,323.666849
-1.0,128,324.920438
1.0,68,325.590799
-1.0,133,326.867969
-1.0,203,328.854707
0.0,1000,338.502951
1.0,2,338.523176
1.0,88,339.391248
-1.0,96,340.310787
1.0,129,341.537347
-1.0,219,343.676603
0.0,1000,353.304205
-1.0,86,354.152111
1.0,44,354.589235
-1.0,97,355.501626
-1.0,92,356.389385
-1.0,147,357.812071
-1.0,86,358.646701
-1.0,127,359.915483
1.0,57,360.495149
-1.0,91,361.394241
-1.0,65,362.03026
-1.0,104,363.020829
-1.0,221,365.237555
-1.0,121,366.434989
-1.0,73,367.136458
-1.0,83,367.954251
-1.0,114,369.077718
-1.0,106,370.100632
1.0,28,370.366819
-1.0,105,371.401383
1.0,57,371.954178
1.0,66,372.58609
-1.0,83,373.387387
-1.0,99,374.357453
1.0,100,375.333891
-1.0,78,376.11189
-1.0,84,376.935861
-1.0,70,377.617993
-1.0,102,378.608914
-1.0,79,379.407242
-1.0,84,380.241814
-1.0,79,380.995208
1.0,68,381.679888
-1.0,108,382.739025
1.0,42,383.172385
1.0,50,383.654
-1.0,70,384.343859
-1.0,119,385.493201
-1.0,88,386.349475
