#{"t_start": 1759561404.044413, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,90,1.219711
-1.0,86,1.434509
-1.0,105,1.694679
-1.0,82,1.894533
1.0,60,2.044958
-1.0,106,2.30914
-1.0,135,2.649438
1.0,44,2.762221
-1.0,70,2.938677
-1.0,63,3.098178
-1.0,129,3.417619
-1.0,103,4.158302
-1.0,84,4.962544
-1.0,142,6.287314
1.0,99,7.208189
-1.0,79,7.938199
-1.0,100,8.89044
1.0,9,8.978798
-1.0,84,9.784905
1.0,62,10.406756
-1.0,82,11.175493
-1.0,91,12.007297
-1.0,132,13.260826
-1.0,132,14.485261
-1.0,74,15.202171
-1.0,69,15.870552
-1.0,95,16.752985
-1.0,74,17.423819
-1.0,143,18.790906
-1.0,81,19.532128
-1.0,61,20.122708
-1.0,73,20.840026
1.0,98,21.749085
-1.0,71,22.396542
-1.0,110,23.4207
-1.0,119,24.490628
-1.0,100,25.425646
-1.0,82,26.207674
-1.0,73,26.876724
-1.0,78,27.613241
-1.0,133,28.84993
1.0,67,29.460639
-1.0,67,30.107516
1.0,41,30.479328
-1.0,73,31.142371
-1.0,86,31.928377
-1.0,94,32.795652
-1.0,84,33.595914
1.0,122,34.723595
-1.0,70,35.386348
1.0,1,35.396178
-1.0,138,36.659167
-1.0,88,37.45897
-1.0,87,38.289837
-1.0,151,39.758908
-1.0,72,40.430888
-1.0,98,41.348448
-1.0,96,42.261595
-1.0,66,42.897494
-1.0,70,43.540512
-1.0,72,44.190919
-1.0,62,44.794649
-1.0,76,45.511525
-1.0,76,46.207477
-1.0,125,47.359478
-1.0,89,48.174088
1.0,1,48.183736
-1.0,151,49.572449
-1.0,84,50.383156
-1.0,106,51.356004
-1.0,95,52.25246
-1.0,122,53.400066
-1.0,58,53.93503
-1.0,112,54.96768
-1.0,103,55.918158
-1.0,91,56.820723
-1.0,66,57.449792
-1.0,101,58.431661
-1.0,79,59.185562
1.0,83,59.981803
-1.0,104,60.934205
-1.0,68,61.590601
1.0,115,62.680523
-1.0,69,63.33907
-1.0,92,64.175545
-1.0,96,65.065371
-1.0,98,65.98079
-1.0,72,66.647242
1.0,19,66.825678
1.0,35,67.153997
-1.0,80,67.902467
1.0,73,68.558733
-1.0,105,69.554179
-1.0,77,70.263747
-1.0,76,70.96351
-1.0,80,71.701
1.0,73,72.385618
1.0,104,73.340839
-1.0,83,74.127861
1.0,100,75.073794
-1.0,85,75.867093
-1.0,112,76.89355
-1.0,82,77.686773
-1.0,146,79.031595
-1.0,79,79.796784
-1.0,90,80.655533
-1.0,83,81.448297
-1.0,87,82.237962
-1.0,81,82.997107
-1.0,89,83.862929
-1.0,101,84.832903
-1.0,110,85.849117
-1.0,84,86.658695
-1.0,62,87.251122
-1.0,92,88.112162
-1.0,114,89.158988
1.0,35,89.486708
1.0,16,89.637569
1.0,58,90.221061
-1.0,74,90.933435
1.0,19,91.125438
1.0,39,91.50228
1.0,95,92.374394
1.0,80,93.13548
-1.0,83,93.892001
-1.0,87,94.69637
-1.0,72,95.374506
-1.0,81,96.139113
1.0,101,97.089246
-1.0,73,97.792722
-1.0,92,98.706956
-1.0,79,99.477016
-1.0,58,100.030182
-1.0,108,101.073024
-1.0,423,105.087234
1.0,1,105.098071
-1.0,79,105.830943
-1.0,93,106.699578
-1.0,71,107.361233
1.0,21,107.554844
-1.0,66,108.174515
-1.0,98,109.122756
-1.0,107,110.18006
-1.0,76,110.894342
1.0,100,111.876617
-1.0,79,112.644961
1.0,1,112.656337
-1.0,222,114.80441
-1.0,97,115.747561
-1.0,78,116.467006
-1.0,94,117.329205
-1.0,66,117.939015
-1.0,73,118.601467
-1.0,78,119.32698
-1.0,77,120.058359
-1.0,62,120.635021
-1.0,82,121.448055
1.0,43,121.841586
-1.0,88,122.668525
-1.0,85,123.470011
-1.0,90,124.326622
-1.0,86,125.135252
-1.0,192,126.991122
-1.0,99,127.976314
-1.0,110,129.015151
-1.0,50,129.509414
-1.0,121,130.638838
-1.0,175,132.275472
-1.0,602,138.069419
-1.0,90,138.943433
-1.0,149,140.372744
-1.0,74,141.069079
-1.0,100,141.996752
-1.0,133,143.247571
-1.0,146,144.622125
1.0,62,145.208265
-1.0,76,145.965488
-1.0,81,146.730325
-1.0,106,147.70495
-1.0,50,148.163372
-1.0,121,149.290725
-1.0,75,149.985331
-1.0,68,150.61023
1.0,92,151.486994
-1.0,80,152.236347
-1.0,87,153.104124
1.0,792,160.568348
-1.0,116,161.661628
-1.0,91,162.518461
-1.0,119,163.66947
-1.0,87,164.499555
-1.0,78,165.250296
-1.0,88,166.127143
1.0,1,166.138809
-1.0,75,166.860874
-1.0,57,167.412429
-1.0,71,168.111242
-1.0,93,169.007083
-1.0,112,170.095491
-1.0,120,171.26224
-1.0,78,172.025692
-1.0,81,172.82039
-1.0,72,173.513017
-1.0,106,174.50111
1.0,30,174.79175
-1.0,221,176.948426
-1.0,35,177.289053
-1.0,412,181.259666
-1.0,37,181.620525
-1.0,72,182.340652
1.0,66,182.987071
-1.0,67,183.619274
-1.0,135,184.922721
1.0,133,186.136804
-1.0,253,188.472588
-1.0,43,188.888524
-1.0,89,189.733617
-1.0,128,190.970975
-1.0,115,192.076483
-1.0,133,193.322147
-1.0,147,194.676976
-1.0,143,195.99986
-1.0,44,196.440746
-1.0,68,197.08627
-1.0,57,197.615628
-1.0,184,199.325495
1.0,18,199.490043
-1.0,172,201.079399
-1.0,266,203.562768
-1.0,222,205.686332
-1.0,55,206.210272
-1.0,78,206.95082
-1.0,102,207.899282
-1.0,99,208.812846
-1.0,115,209.905461
-1.0,69,210.544228
-1.0,68,211.173639
1.0,397,214.942075
-1.0,668,221.126957
1.0,27,221.375663
-1.0,92,222.20413
-1.0,310,225.143777
1.0,1,225.154783
1.0,216,227.249973
0.0,1000,236.77825
-1.0,127,238.035426
-1.0,149,239.4785
1.0,68,240.152208
-1.0,85,240.99222
1.0,63,241.589287
-1.0,82,242.333712
-1.0,68,242.994648
-1.0,111,244.039141
-1.0,97,244.927827
-1.0,198,246.758051
-1.0,74,247.484238
-1.0,635,253.485244
-1.0,76,254.200216
-1.0,230,256.387757
-1.0,105,257.357733
-1.0,97,258.240616
-1.0,430,262.292804
-1.0,155,263.746363
-1.0,294,266.54814
-1.0,233,268.759102
-1.0,72,269.430042
-1.0,111,270.450008
1.0,82,271.197919
-1.0,88,272.026594
-1.0,214,274.106058
-1.0,85,274.898991
-1.0,159,276.391005
-1.0,86,277.219977
1.0,1,277.230679
1.0,14,277.366258
-1.0,86,278.192061
0.0,1000,287.787753
-1.0,85,288.616126
-1.0,123,289.79915
-1.0,63,290.378772
1.0,279,292.987634
1.0,206,294.944209
0.0,1000,304.563206
-1.0,86,305.372979
1.0,83,306.158029
-1.0,76,306.903797
-1.0,350,310.162647
1.0,71,310.821282
-1.0,95,311.713792
-1.0,218,313.73375
-1.0,81,314.48794
1.0,64,315.107086
1.0,106,316.146105
-1.0,160,317.71098
-1.0,67,318.337511
-1.0,90,319.185901
1.0,575,324.700954
-1.0,82,325.497442
-1.0,74,326.21889
-1.0,100,327.191612
-1.0,135,328.504211
-1.0,144,329.916134
1.0,108,330.975216
-1.0,128,332.181758
-1.0,96,333.130469
-1.0,188,334.960442
1.0,72,335.633149
-1.0,92,336.525098
-1.0,292,339.326486
-1.0,108,340.369694
1.0,69,341.011874
1.0,47,341.465521
-1.0,67,342.129396
-1.0,97,343.065866
1.0,216,345.136342
1.0,53,345.631664
-1.0,121,346.773638
-1.0,42,347.175566
1.0,136,348.44888
1.0,92,349.343485
-1.0,65,349.992622
-1.0,77,350.756394
1.0,66,351.419967
-1.0,128,352.661075
-1.0,76,353.408615
1.0,71,354.102713
1.0,63,354.730704
1.0,62,355.304927
1.0,298,358.181654
-1.0,74,358.903702
-1.0,78,359.682659
-1.0,69,360.380861
-1.0,157,361.929327
-1.0,78,362.689643
-1.0,118,363.853158
-1.0,71,364.546668
1.0,57,365.131124
1.0,185,366.944339
-1.0,74,367.666658
-1.0,85,368.49525
0.0,1000,378.256595
1.0,49,378.736467
-1.0,106,379.8046
0.0,1000,389.621404
