#{"t_start": 1759561404.0514202, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,89,1.209618
-1.0,71,1.388311
-1.0,67,1.55493
-1.0,96,1.79008
-1.0,70,1.963617
-1.0,102,2.217514
-1.0,108,2.484588
-1.0,75,2.679768
-1.0,77,2.874508
-1.0,112,3.156805
-1.0,85,3.366654
-1.0,82,3.567466
-1.0,70,4.450611
-1.0,109,5.468569
-1.0,71,6.13598
-1.0,123,7.280553
-1.0,73,7.963472
-1.0,88,8.802212
1.0,66,9.438808
-1.0,119,10.601939
-1.0,125,11.753553
1.0,63,12.348592
-1.0,108,13.37526
-1.0,126,14.532738
1.0,38,14.906772
-1.0,94,15.814701
-1.0,100,16.747184
-1.0,73,17.406426
-1.0,66,18.027114
1.0,32,18.337968
-1.0,112,19.382963
1.0,83,20.184098
-1.0,82,20.991918
-1.0,122,22.107574
1.0,51,22.573122
-1.0,83,23.349579
-1.0,72,23.994488
-1.0,82,24.740453
-1.0,85,25.547361
-1.0,95,26.442137
-1.0,69,27.094766
-1.0,132,28.305874
-1.0,133,29.544229
-1.0,80,30.300951
-1.0,113,31.32726
-1.0,122,32.439908
-1.0,94,33.339206
-1.0,86,34.134206
-1.0,106,35.121175
-1.0,89,35.945602
-1.0,60,36.496583
1.0,1,36.505948
-1.0,65,37.099133
1.0,43,37.497982
-1.0,132,38.777205
-1.0,70,39.442146
1.0,85,40.249252
-1.0,114,41.314003
1.0,97,42.234229
-1.0,78,42.988592
-1.0,140,44.258448
1.0,19,44.440608
-1.0,125,45.633351
-1.0,71,46.285563
-1.0,85,47.073375
1.0,50,47.525717
-1.0,157,48.97025
1.0,59,49.509244
-1.0,93,50.404104
-1.0,63,50.988937
-1.0,82,51.734813
-1.0,101,52.704443
-1.0,82,53.468993
-1.0,98,54.376268
-1.0,92,55.218489
-1.0,117,56.336
-1.0,75,57.058015
-1.0,84,57.872373
-1.0,109,58.920694
-1.0,81,59.702048
-1.0,105,60.676977
-1.0,118,61.792463
-1.0,109,62.828352
-1.0,93,63.700016
