#{"t_start": 1759561404.0559683, "env_id": "CustomLunarLander-v0"}
r,l,t
1.0,49,1.109001
-1.0,118,1.401064
-1.0,112,1.677569
-1.0,89,1.896889
-1.0,100,2.148002
-1.0,73,2.326621
-1.0,63,2.485201
-1.0,71,2.666467
-1.0,135,3.009889
1.0,108,3.279769
-1.0,93,3.506534
-1.0,113,4.636124
-1.0,79,5.372049
-1.0,83,6.151421
1.0,104,7.123164
1.0,45,7.530424
-1.0,118,8.660192
1.0,14,8.787672
-1.0,96,9.709312
-1.0,121,10.880262
1.0,79,11.608448
-1.0,120,12.750867
-1.0,115,13.819832
-1.0,105,14.800461
-1.0,115,15.918094
-1.0,60,16.47678
-1.0,89,17.281965
-1.0,131,18.525349
-1.0,61,19.092893
-1.0,100,20.042957
-1.0,79,20.814412
-1.0,121,21.939782
-1.0,82,22.685393
1.0,62,23.2697
1.0,116,24.314309
-1.0,73,24.985354
-1.0,76,25.713117
-1.0,68,26.355802
-1.0,76,27.070831
-1.0,99,27.980205
-1.0,65,28.586882
-1.0,107,29.580953
-1.0,80,30.333123
-1.0,89,31.141955
-1.0,76,31.835881
1.0,94,32.690495
-1.0,74,33.410092
-1.0,94,34.276986
1.0,105,35.26478
-1.0,132,36.472771
1.0,1,36.482122
-1.0,75,37.169997
-1.0,110,38.200146
-1.0,72,38.912127
1.0,86,39.737615
-1.0,63,40.329086
-1.0,104,41.299516
-1.0,71,41.97759
1.0,120,43.129468
-1.0,89,43.926723
-1.0,111,44.992319
-1.0,75,45.687927
-1.0,85,46.470543
-1.0,112,47.492187
1.0,35,47.816615
-1.0,67,48.43566
1.0,48,48.875286
1.0,133,50.124191
-1.0,73,50.797101
-1.0,101,51.731324
-1.0,104,52.730138
-1.0,71,53.390161
1.0,62,53.965355
1.0,70,54.607778
-1.0,69,55.242705
-1.0,73,55.917098
-1.0,120,57.092137
-1.0,99,58.054971
-1.0,104,59.051367
-1.0,80,59.818061
-1.0,116,60.886921
1.0,81,61.665716
-1.0,104,62.648215
-1.0,85,63.460063
-1.0,79,64.17431
1.0,28,64.430011
-1.0,107,65.424145
-1.0,112,66.469018
-1.0,78,67.198612
-1.0,78,67.929432
-1.0,77,68.625891
-1.0,111,69.67262
-1.0,106,70.650265
-1.0,103,71.597119
1.0,50,72.070241
-1.0,130,73.264832
-1.0,132,74.50837
-1.0,101,75.476614
-1.0,82,76.226894
-1.0,106,77.212886
1.0,63,77.821293
-1.0,62,78.394184
-1.0,95,79.270257
-1.0,137,80.587387
-1.0,108,81.614222
1.0,1,81.624344
1.0,1,81.634624
-1.0,86,82.413409
-1.0,91,83.272296
-1.0,90,84.161365
-1.0,155,85.605043
-1.0,82,86.362234
1.0,1,86.372622
-1.0,180,88.102236
-1.0,100,89.020469
-1.0,79,89.767942
-1.0,132,91.063081
-1.0,65,91.6874
1.0,42,92.070583
-1.0,98,92.994859
-1.0,91,93.827386
-1.0,69,94.464853
-1.0,116,95.557024
-1.0,98,96.476615
-1.0,118,97.599284
-1.0,85,98.439263
-1.0,68,99.110057
1.0,73,99.811827
-1.0,93,100.701344
-1.0,93,101.601129
-1.0,87,102.406331
1.0,28,102.670483
-1.0,65,103.297708
1.0,63,103.912685
-1.0,111,104.956945
-1.0,111,105.988673
-1.0,68,106.622963
-1.0,67,107.248776
1.0,99,108.173777
-1.0,74,108.898344
1.0,42,109.292231
-1.0,85,110.13676
-1.0,75,110.843501
-1.0,63,111.457307
1.0,18,111.634654
1.0,87,112.489057
-1.0,83,113.293077
-1.0,89,114.153437
1.0,138,115.487422
-1.0,130,116.704724
-1.0,81,117.453808
1.0,70,118.09208
1.0,100,119.015736
-1.0,82,119.783514
1.0,81,120.539192
1.0,78,121.310864
1.0,115,122.387501
-1.0,92,123.249331
1.0,108,124.277633
-1.0,116,125.373699
-1.0,79,126.13441
-1.0,132,127.442728
-1.0,129,128.678377
-1.0,77,129.413607
-1.0,93,130.294909
1.0,81,131.056713
-1.0,94,131.931509
1.0,40,132.303137
1.0,78,133.03979
1.0,66,133.693797
-1.0,83,134.477549
1.0,1,134.488005
-1.0,52,135.003327
-1.0,83,135.798574
-1.0,72,136.500886
-1.0,71,137.170696
1.0,111,138.239544
