#{"t_start": 1759561404.0435905, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,69,1.169695
-1.0,130,1.492423
-1.0,98,1.734303
1.0,49,1.855693
1.0,65,2.017086
1.0,55,2.153949
-1.0,87,2.368158
-1.0,103,2.629369
-1.0,61,2.786996
-1.0,98,3.033919
1.0,74,3.217795
-1.0,78,3.410729
-1.0,73,3.589664
-1.0,113,4.926865
-1.0,64,5.517206
-1.0,170,7.105859
-1.0,80,7.84047
-1.0,81,8.624673
1.0,72,9.310922
-1.0,116,10.451267
-1.0,88,11.266456
-1.0,90,12.095583
1.0,33,12.415272
-1.0,94,13.301793
1.0,67,13.930986
-1.0,115,15.00839
-1.0,84,15.820714
-1.0,99,16.74409
-1.0,117,17.822254
-1.0,103,18.811291
1.0,61,19.361227
-1.0,78,20.112742
-1.0,72,20.812166
1.0,41,21.210137
1.0,52,21.68716
-1.0,91,22.516565
1.0,47,22.955237
-1.0,77,23.659962
-1.0,106,24.620841
-1.0,75,25.314338
-1.0,87,26.148803
-1.0,122,27.296006
-1.0,110,28.300925
-1.0,73,28.987553
-1.0,82,29.756112
-1.0,116,30.828285
-1.0,87,31.6172
-1.0,63,32.193822
-1.0,88,33.027677
-1.0,69,33.669283
-1.0,112,34.704446
-1.0,86,35.519882
-1.0,78,36.224407
-1.0,77,36.927926
-1.0,91,37.782729
-1.0,84,38.60643
-1.0,77,39.333262
-1.0,71,40.019469
-1.0,87,40.826433
-1.0,118,41.942319
-1.0,74,42.649815
-1.0,61,43.23138
-1.0,113,44.246092
-1.0,138,45.567068
1.0,27,45.820354
-1.0,73,46.491854
-1.0,128,47.665625
-1.0,142,48.967177
-1.0,83,49.728189
-1.0,85,50.54616
1.0,5,50.591464
-1.0,95,51.467103
-1.0,79,52.21141
-1.0,99,53.150955
1.0,102,54.093758
1.0,92,54.940749
-1.0,97,55.834354
-1.0,78,56.605746
-1.0,95,57.518249
-1.0,108,58.569565
-1.0,94,59.462986
-1.0,87,60.295352
-1.0,94,61.14461
-1.0,85,61.96831
-1.0,68,62.609534
1.0,33,62.930434
-1.0,86,63.735237
-1.0,133,64.957462
1.0,1,64.967759
-1.0,98,65.87647
-1.0,100,66.807508
-1.0,96,67.693611
-1.0,106,68.67773
-1.0,105,69.665469
-1.0,77,70.375063
-1.0,115,71.435685
1.0,57,71.968579
-1.0,71,72.623882
-1.0,110,73.635691
-1.0,64,74.249371
-1.0,104,75.241648
-1.0,102,76.180173
-1.0,130,77.400169
-1.0,74,78.09995
-1.0,80,78.83058
-1.0,83,79.625369
1.0,128,80.853153
-1.0,67,81.486113
-1.0,103,82.424071
-1.0,59,82.977531
-1.0,78,83.741749
-1.0,123,84.921174
1.0,34,85.235376
-1.0,90,86.067088
-1.0,92,86.959301
-1.0,72,87.637682
1.0,87,88.44026
-1.0,97,89.336226
-1.0,72,90.044366
-1.0,84,90.860135
-1.0,76,91.599603
-1.0,104,92.571452
-1.0,79,93.30365
-1.0,110,94.30993
-1.0,85,95.099043
-1.0,91,95.962838
-1.0,89,96.790531
-1.0,112,97.872633
-1.0,86,98.727865
-1.0,90,99.60545
-1.0,84,100.407758
-1.0,80,101.17976
-1.0,71,101.863003
-1.0,42,102.247253
-1.0,109,103.278854
-1.0,74,104.001808
-1.0,105,104.989196
-1.0,85,105.775812
-1.0,97,106.681328
-1.0,71,107.342727
-1.0,86,108.143703
1.0,127,109.37197
-1.0,63,110.001409
1.0,68,110.636589
1.0,1,110.646465
-1.0,81,111.439823
1.0,59,112.029445
-1.0,80,112.806988
-1.0,80,113.584778
-1.0,101,114.554885
1.0,80,115.318908
1.0,37,115.691782
-1.0,91,116.533189
-1.0,90,117.358454
-1.0,142,118.660293
-1.0,145,120.020078
-1.0,41,120.402343
-1.0,87,121.252201
1.0,45,121.676803
-1.0,224,123.777722
-1.0,107,124.794656
-1.0,137,126.102326
-1.0,109,127.173481
1.0,74,127.908257
-1.0,91,128.773494
-1.0,76,129.509589
-1.0,121,130.638846
-1.0,98,131.557799
1.0,2,131.579002
-1.0,90,132.416844
1.0,27,132.670764
-1.0,77,133.430873
-1.0,107,134.43587
-1.0,82,135.240161
1.0,1,135.251069
-1.0,91,136.134746
-1.0,89,136.983243
-1.0,75,137.68897
-1.0,106,138.736874
-1.0,97,139.67701
-1.0,88,140.510143
1.0,1,140.520228
-1.0,95,141.407392
-1.0,85,142.201405
-1.0,78,142.924725
-1.0,87,143.742939
1.0,1,143.753898
-1.0,47,144.197365
1.0,16,144.34835
-1.0,129,145.587013
1.0,64,146.212879
-1.0,106,147.195616
-1.0,100,148.116665
-1.0,42,148.512124
-1.0,43,148.909698
-1.0,89,149.734486
-1.0,121,150.867447
-1.0,191,152.691534
-1.0,84,153.49897
-1.0,175,155.12058
-1.0,327,158.19981
-1.0,184,159.960704
-1.0,140,161.288959
-1.0,85,162.087565
-1.0,127,163.301035
-1.0,104,164.293224
-1.0,161,165.85785
1.0,12,165.978562
-1.0,81,166.775895
-1.0,73,167.485112
-1.0,136,168.797817
-1.0,115,169.922818
