#{"t_start": 1760892457.5844433, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,150,0.309945
-1.0,75,0.461521
-1.0,76,0.606993
-1.0,65,0.732198
-1.0,71,0.867727
-1.0,82,1.02436
-1.0,119,1.250461
-1.0,122,1.48287
-1.0,102,1.67758
-1.0,81,1.831454
-1.0,94,2.010287
-1.0,90,2.180882
-1.0,87,2.348868
-1.0,91,2.523705
-1.0,115,2.743134
-1.0,68,2.875144
-1.0,131,3.124269
-1.0,69,3.254889
-1.0,86,3.42004
-1.0,90,3.593103
-1.0,120,3.821623
-1.0,84,15.010322
-1.0,81,15.168132
-1.0,97,15.354015
-1.0,93,15.532081
-1.0,114,15.751078
-1.0,87,15.918087
-1.0,93,16.096282
-1.0,61,16.21337
-1.0,88,16.381173
-1.0,132,16.632466
-1.0,87,16.797322
-1.0,117,17.019132
-1.0,78,17.168378
-1.0,116,17.39444
-1.0,94,17.576805
-1.0,94,17.760802
-1.0,159,18.063411
-1.0,109,18.271334
-1.0,85,18.434593
-1.0,86,18.599074
-1.0,79,18.749519
-1.0,70,18.882921
-1.0,111,30.135865
-1.0,113,30.357646
-1.0,102,30.557479
-1.0,66,30.68382
-1.0,88,30.85126
-1.0,73,30.990598
-1.0,95,31.171432
-1.0,107,31.377734
-1.0,79,31.529031
-1.0,106,31.732092
-1.0,69,31.863246
-1.0,106,32.065496
-1.0,134,32.321021
-1.0,66,32.448502
-1.0,122,32.681708
-1.0,76,32.825597
-1.0,163,33.142154
-1.0,105,33.343438
-1.0,90,33.514215
-1.0,120,33.745424
-1.0,86,45.064648
-1.0,83,45.226583
-1.0,68,45.356324
-1.0,128,45.60235
-1.0,129,45.850783
-1.0,154,46.148108
-1.0,104,46.350825
-1.0,86,46.516503
-1.0,174,46.85482
-1.0,115,47.074536
-1.0,102,47.274468
-1.0,88,47.441568
-1.0,98,47.628708
-1.0,111,47.842434
-1.0,96,48.0244
-1.0,104,48.225188
-1.0,82,48.384448
-1.0,118,48.609978
-1.0,74,48.751767
-1.0,128,60.045344
-1.0,77,60.20529
-1.0,194,60.598915
-1.0,89,60.772965
-1.0,100,60.968256
-1.0,152,61.269517
-1.0,120,61.506404
-1.0,115,61.738451
-1.0,120,61.969964
-1.0,165,62.285593
-1.0,111,62.497914
-1.0,74,62.638666
-1.0,128,62.884097
-1.0,146,63.170311
-1.0,115,63.395233
-1.0,131,63.650617
-1.0,115,63.870922
-1.0,90,75.076048
-1.0,154,75.36866
-1.0,137,75.630022
-1.0,333,76.261318
-1.0,102,76.459692
-1.0,160,76.765585
-1.0,226,77.193911
-1.0,93,77.369819
-1.0,97,77.558905
-1.0,144,77.830212
-1.0,103,78.025157
-1.0,92,78.200357
-1.0,71,78.33477
-1.0,222,78.757509
-1.0,87,78.923456
-1.0,113,90.464719
-1.0,220,90.883003
-1.0,278,91.413703
-1.0,322,92.026676
-1.0,94,92.204275
-1.0,337,92.842913
-1.0,69,92.977767
-1.0,379,93.726327
-1.0,138,93.998992
-1.0,905,106.813795
-1.0,384,107.534917
-1.0,142,107.802639
-1.0,122,108.034542
-1.0,304,108.608848
-1.0,248,109.079678
-1.0,372,120.770373
-1.0,326,121.383837
-1.0,463,122.250821
-1.0,370,122.945649
-1.0,586,135.13289
-1.0,451,135.975618
-1.0,244,136.430528
-1.0,637,137.6394
-1.0,343,138.282006
-1.0,1000,151.168534
-1.0,731,152.53526
-1.0,801,165.07072
-1.0,519,166.033798
-1.0,589,167.1259
-1.0,320,167.722976
-1.0,538,179.742248
-1.0,610,180.908487
-1.0,723,182.31459
-1.0,347,182.962474
-1.0,425,194.640882
-1.0,670,195.884839
-1.0,304,196.454661
-1.0,391,197.186251
-1.0,347,197.838598
-1.0,419,209.66049
-1.0,871,211.30692
-1.0,396,212.068554
-1.0,465,212.954188
-1.0,441,224.845978
-1.0,534,225.841415
-1.0,424,226.632134
-1.0,965,239.462199
-1.0,1000,241.331264
-1.0,488,242.235647
-1.0,329,242.842371
-1.0,880,255.732613
-1.0,734,257.097821
-1.0,650,269.343498
-1.0,355,270.004417
-1.0,474,270.895409
-1.0,705,272.231927
-1.0,1000,285.115145
-1.0,647,286.323496
-1.0,270,286.830218
-1.0,339,287.463946
-1.0,502,299.412074
-1.0,492,300.326999
-1.0,693,301.616856
-1.0,866,314.304718
-1.0,507,315.27786
-1.0,408,316.038113
-1.0,380,316.758721
-1.0,342,317.398762
-1.0,1000,330.358284
-1.0,530,331.35973
-1.0,493,332.290624
-1.0,1000,345.338258
-1.0,346,345.983517
-1.0,752,347.377743
-1.0,483,359.365315
-1.0,247,359.828747
-1.0,688,361.120087
-1.0,596,362.293453
-1.0,425,374.241345
-1.0,328,374.862313
-1.0,430,375.669072
-1.0,448,376.508376
-1.0,507,388.57558
-1.0,420,389.365285
-1.0,703,390.68209
-1.0,849,392.27369
-1.0,340,404.0149
-1.0,359,404.689995
-1.0,870,406.320221
-1.0,1000,419.299142
-1.0,305,419.877439
-1.0,456,420.752362
-1.0,594,421.857647
-1.0,405,433.944776
-1.0,442,434.770217
-1.0,447,435.605504
-1.0,1000,448.63719
-1.0,545,449.659816
-1.0,750,451.070279
-1.0,865,463.774889
-1.0,632,464.962051
-1.0,409,465.726419
-1.0,677,467.000175
-1.0,729,479.444772
-1.0,480,480.345319
-1.0,613,481.489868
-1.0,464,493.5056
-1.0,652,494.730563
-1.0,721,496.076812
-1.0,767,508.623845
-1.0,584,509.71451
-1.0,662,510.966847
-1.0,707,523.316639
-1.0,961,525.110803
-1.0,755,526.522735
-1.0,338,538.278687
-1.0,1000,540.148403
-1.0,512,541.106419
-1.0,805,554.101303
-1.0,567,555.160686
-1.0,590,556.265794
-1.0,599,568.93817
-1.0,600,570.064997
-1.0,584,571.17514
-1.0,655,572.399965
-1.0,614,585.095092
-1.0,1000,586.966516
-1.0,665,599.285777
-1.0,659,600.532657
-1.0,1000,602.416761
-1.0,630,614.659776
-1.0,1000,616.533572
-1.0,545,617.555207
-1.0,937,630.400528
-1.0,668,631.66489
-1.0,423,632.462004
-1.0,516,644.483763
-1.0,760,645.909457
-1.0,865,647.524774
-1.0,739,660.011992
-1.0,880,661.653803
-1.0,687,674.215408
-1.0,508,675.168453
-1.0,618,676.325118
-1.0,584,677.436971
-1.0,787,689.997871
-1.0,723,691.344098
-1.0,872,704.04397
-1.0,694,705.34459
-1.0,468,706.225808
-1.0,1000,719.210337
-1.0,857,720.810838
-1.0,508,721.771546
-1.0,718,734.409001
-1.0,502,735.37262
-1.0,474,736.267457
-1.0,382,736.980223
-1.0,555,749.189199
-1.0,528,750.178391
-1.0,591,751.275434
-1.0,724,752.635557
-1.0,353,764.379019
-1.0,486,765.289651
-1.0,542,766.30181
-1.0,857,779.006824
-1.0,620,780.171322
-1.0,1000,782.037691
-1.0,792,794.671639
-1.0,447,795.501324
-1.0,656,796.734528
-1.0,771,809.31055
-1.0,803,810.808932
-1.0,562,811.856634
-1.0,472,823.836767
-1.0,729,825.194628
-1.0,834,826.752958
-1.0,452,838.708855
-1.0,482,839.606654
-1.0,772,841.052018
-1.0,728,842.435684
-1.0,625,854.907547
-1.0,624,856.069817
-1.0,1000,869.01852
-1.0,502,869.992531
-1.0,1000,871.881731
-1.0,561,884.0345
-1.0,705,885.348942
-1.0,646,886.563476
-1.0,1000,899.630833
-1.0,1000,901.503182
-1.0,646,913.812361
-1.0,1000,915.697207
-1.0,800,917.213805
-1.0,732,929.762931
-1.0,974,931.593332
-1.0,425,932.382065
-1.0,640,944.658315
-1.0,943,946.444461
-1.0,928,959.295663
-1.0,853,960.889039
-1.0,560,961.931915
-1.0,1000,974.998596
-1.0,1000,976.853909
-1.0,598,989.09131
-1.0,787,990.54807
-1.0,746,991.939705
-1.0,1000,1004.946407
-1.0,1000,1006.81354
-1.0,443,1018.747012
-1.0,641,1019.959395
-1.0,795,1021.441255
-1.0,683,1033.801357
-1.0,902,1035.486181
-1.0,585,1036.571435
-1.0,853,1049.238516
-1.0,629,1050.412355
-1.0,453,1051.254392
-1.0,687,1063.583101
-1.0,850,1065.168361
-1.0,1000,1078.170475
-1.0,563,1079.217792
-1.0,625,1080.376688
-1.0,671,1081.639178
-1.0,868,1094.423368
-1.0,913,1096.147372
-1.0,702,1108.546958
-1.0,695,1109.85221
-1.0,901,1111.578372
-1.0,428,1123.50079
-1.0,929,1125.240312
-1.0,709,1126.601616
-1.0,846,1139.264401
-1.0,824,1140.792655
-1.0,473,1141.669605
-1.0,699,1154.084653
-1.0,1000,1155.950584
-1.0,976,1168.952216
-1.0,557,1169.985554
-1.0,530,1170.967929
-1.0,545,1183.056944
-1.0,1000,1184.909783
-1.0,843,1197.567988
-1.0,595,1198.676735
-1.0,967,1200.472217
-1.0,498,1212.736091
-1.0,1000,1214.593844
-1.0,669,1215.83993
-1.0,840,1228.482358
-1.0,523,1229.451393
-1.0,556,1230.481138
-1.0,829,1243.129427
-1.0,767,1244.548387
-1.0,645,1245.739096
-1.0,850,1258.403391
-1.0,406,1259.156833
-1.0,1000,1261.013072
-1.0,577,1273.429946
-1.0,702,1274.740132
-1.0,759,1276.152705
-1.0,1000,1289.104269
-1.0,504,1290.042966
-1.0,881,1302.762133
-1.0,420,1303.54597
-1.0,785,1305.007601
-1.0,574,1306.076328
-1.0,519,1318.121636
-1.0,743,1319.528009
-1.0,679,1320.790097
-1.0,423,1332.685019
-1.0,414,1333.455019
-1.0,913,1335.151056
-1.0,643,1347.439646
-1.0,620,1348.585567
-1.0,471,1349.45949
-1.0,626,1350.621998
-1.0,271,1362.19015
-1.0,577,1363.260382
-1.0,863,1364.857776
-1.0,618,1377.06901
-1.0,691,1378.396646
-1.0,868,1380.01675
-1.0,395,1391.86581
-1.0,409,1392.621422
-1.0,663,1393.849426
-1.0,626,1395.017704
-1.0,449,1406.927003
-1.0,541,1407.929742
-1.0,944,1409.688033
-1.0,980,1422.65445
-1.0,564,1423.705411
-1.0,550,1424.719857
-1.0,1000,1437.685444
-1.0,654,1438.892903
-1.0,605,1440.004291
-1.0,392,1451.902454
-1.0,321,1452.497205
-1.0,697,1453.804646
-1.0,788,1466.368586
-1.0,1000,1468.214095
-1.0,966,1469.99276
-1.0,1000,1482.925305
-1.0,1000,1484.791778
-1.0,483,1496.746347
-1.0,442,1497.566282
-1.0,834,1499.098577
-1.0,603,1511.55383
-1.0,417,1512.325711
-1.0,807,1513.81219
