#{"t_start": 1760892457.5942094, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,83,0.17482
-1.0,82,0.336347
-1.0,84,0.497962
-1.0,62,0.617108
-1.0,116,0.839391
-1.0,83,0.996602
-1.0,109,1.205986
-1.0,106,1.40748
-1.0,96,1.589619
-1.0,158,1.890644
-1.0,82,2.047521
-1.0,79,2.199112
-1.0,107,2.404149
-1.0,74,2.543904
-1.0,99,2.734522
-1.0,125,2.97425
-1.0,101,3.168091
-1.0,62,3.285655
-1.0,76,3.430939
-1.0,108,3.63904
-1.0,104,3.844973
-1.0,117,15.089843
-1.0,157,15.39204
-1.0,153,15.685034
-1.0,77,15.833855
-1.0,86,15.996949
-1.0,146,16.275688
-1.0,84,16.435722
-1.0,79,16.58668
-1.0,91,16.758949
-1.0,92,16.933468
-1.0,82,17.090466
-1.0,117,17.3169
-1.0,148,17.604822
-1.0,140,17.875777
-1.0,93,18.052337
-1.0,178,18.39414
-1.0,92,18.56847
-1.0,85,18.73101
-1.0,86,29.93479
-1.0,104,30.136496
-1.0,81,30.294909
-1.0,114,30.517646
-1.0,108,30.725071
-1.0,91,30.897441
-1.0,111,31.109198
-1.0,72,31.248986
-1.0,102,31.442786
-1.0,129,31.688916
-1.0,95,31.871445
-1.0,86,32.036074
-1.0,87,32.203702
-1.0,122,32.435476
-1.0,89,32.605063
-1.0,124,32.841772
-1.0,124,33.083027
-1.0,75,33.22705
-1.0,134,33.481261
-1.0,69,33.614663
-1.0,116,33.836083
-1.0,121,45.227459
-1.0,127,45.469825
-1.0,91,45.64444
-1.0,74,45.786581
-1.0,89,45.95948
-1.0,99,46.151246
-1.0,105,46.355325
-1.0,108,46.563206
-1.0,129,46.813728
-1.0,154,47.111145
-1.0,148,47.396109
-1.0,130,47.644861
-1.0,89,47.816019
-1.0,129,48.061254
-1.0,81,48.21894
-1.0,75,48.364277
-1.0,97,48.548049
-1.0,96,48.73276
-1.0,81,48.888611
-1.0,113,60.163123
-1.0,93,60.353755
-1.0,90,60.538749
-1.0,69,60.669676
-1.0,80,60.827459
-1.0,78,60.98489
-1.0,160,61.298239
-1.0,78,61.451952
-1.0,132,61.717432
-1.0,106,61.922674
-1.0,115,62.143577
-1.0,103,62.338716
-1.0,262,62.839988
-1.0,79,62.991432
-1.0,192,63.37155
-1.0,126,63.611423
-1.0,176,63.95315
-1.0,149,75.27094
-1.0,191,75.635202
-1.0,142,75.903543
-1.0,131,76.151523
-1.0,123,76.389549
-1.0,174,76.720749
-1.0,143,76.992869
-1.0,97,77.177263
-1.0,104,77.374772
-1.0,197,77.751818
-1.0,139,78.014063
-1.0,141,78.282064
-1.0,280,78.815455
-1.0,147,90.422113
-1.0,175,90.752638
-1.0,100,90.943296
-1.0,139,91.20519
-1.0,67,91.335255
-1.0,316,91.94055
-1.0,164,92.250786
-1.0,113,92.465285
-1.0,145,92.740429
-1.0,192,93.113125
-1.0,207,93.521231
-1.0,140,93.799407
-1.0,85,93.965897
-1.0,136,105.323419
-1.0,331,105.962443
-1.0,168,106.276737
-1.0,637,107.470979
-1.0,119,107.695541
-1.0,697,109.014978
-1.0,899,121.6961
-1.0,380,122.40977
-1.0,237,122.853514
-1.0,259,123.341904
-1.0,348,124.010079
-1.0,691,136.370894
-1.0,614,137.537053
-1.0,733,138.914548
-1.0,631,151.105253
-1.0,445,151.935515
-1.0,477,152.84523
-1.0,516,153.83178
-1.0,450,165.667071
-1.0,526,166.644669
-1.0,537,167.643391
-1.0,750,180.065578
-1.0,381,180.795864
-1.0,565,181.894163
-1.0,429,182.70832
-1.0,423,183.494908
-1.0,618,195.531861
-1.0,376,196.234477
-1.0,794,197.724464
-1.0,594,209.871948
-1.0,224,210.289354
-1.0,515,211.27011
-1.0,600,212.434321
