#{"t_start": 1760892457.59144, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,81,0.17287
-1.0,80,0.324214
-1.0,99,0.520915
-1.0,71,0.657674
-1.0,71,0.793994
-1.0,136,1.055179
-1.0,117,1.27798
-1.0,109,1.484604
-1.0,93,1.661464
-1.0,100,1.851251
-1.0,94,2.030213
-1.0,87,2.197646
-1.0,84,2.358257
-1.0,79,2.509315
-1.0,114,2.725087
-1.0,71,2.864044
-1.0,104,3.061726
-1.0,71,3.198197
-1.0,87,3.364094
-1.0,127,3.608594
-1.0,81,3.763654
-1.0,76,3.920374
-1.0,92,15.113638
-1.0,109,15.321659
-1.0,86,15.487364
-1.0,85,15.650819
-1.0,98,15.840517
-1.0,120,16.067746
-1.0,113,16.284017
-1.0,109,16.491413
-1.0,136,16.749881
-1.0,125,16.987331
-1.0,83,17.146254
-1.0,108,17.357224
-1.0,131,17.611544
-1.0,101,17.808106
-1.0,74,17.948485
-1.0,103,18.145467
-1.0,111,18.357381
-1.0,85,18.519535
-1.0,68,18.648939
-1.0,62,18.767972
-1.0,137,30.067923
-1.0,100,30.266368
-1.0,70,30.403252
-1.0,111,30.617064
-1.0,96,30.800071
-1.0,91,30.974773
-1.0,160,31.28162
-1.0,94,31.460746
-1.0,84,31.622144
-1.0,98,31.80876
-1.0,102,32.003379
-1.0,100,32.196277
-1.0,87,32.361418
-1.0,163,32.672865
-1.0,87,32.838033
-1.0,125,33.081677
-1.0,88,33.250482
-1.0,112,33.462418
-1.0,91,33.639395
-1.0,72,33.776088
-1.0,76,45.077783
-1.0,99,45.270025
-1.0,117,45.493531
-1.0,82,45.650975
-1.0,139,45.918591
-1.0,101,46.115076
-1.0,169,46.443059
-1.0,115,46.666072
-1.0,130,46.916674
-1.0,125,47.15848
-1.0,151,47.448666
-1.0,137,47.710822
-1.0,121,47.942036
-1.0,153,48.237689
-1.0,138,48.501557
-1.0,137,48.765146
-1.0,114,60.031259
-1.0,180,60.402722
-1.0,141,60.680249
-1.0,112,60.901571
-1.0,126,61.150167
-1.0,263,61.673419
-1.0,87,61.84386
-1.0,129,62.091469
-1.0,103,62.289203
-1.0,92,62.46488
-1.0,106,62.666123
-1.0,125,62.906279
-1.0,138,63.178255
-1.0,112,63.396449
-1.0,122,63.631066
-1.0,51,63.732032
-1.0,95,63.913877
-1.0,124,75.184999
-1.0,130,75.429169
-1.0,155,75.725573
-1.0,110,75.935056
-1.0,229,76.372302
-1.0,110,76.584045
-1.0,96,76.767014
-1.0,97,76.950523
-1.0,327,77.574849
-1.0,157,77.872949
-1.0,122,78.103017
-1.0,118,78.326249
-1.0,132,78.577022
-1.0,126,78.817576
-1.0,173,90.473378
-1.0,379,91.190771
-1.0,546,92.234357
-1.0,342,92.882698
-1.0,107,93.093304
-1.0,213,93.51336
-1.0,105,93.722362
-1.0,559,105.903845
-1.0,229,106.331777
-1.0,97,106.512378
-1.0,93,106.688663
-1.0,892,108.366617
-1.0,197,108.741894
-1.0,458,120.597318
-1.0,221,121.010847
-1.0,125,121.246077
-1.0,253,121.721411
-1.0,488,122.638382
-1.0,371,123.33452
-1.0,339,123.979044
-1.0,433,135.867385
-1.0,332,136.485872
-1.0,386,137.225626
-1.0,273,137.737068
-1.0,163,138.042254
-1.0,97,138.22308
-1.0,813,150.761161
-1.0,326,151.368442
-1.0,451,152.211713
-1.0,163,152.517264
-1.0,563,153.59497
-1.0,273,165.118312
-1.0,661,166.341829
-1.0,127,166.579661
-1.0,418,167.354998
-1.0,224,167.774069
-1.0,717,180.140649
-1.0,540,181.168488
-1.0,291,181.73961
-1.0,535,182.761243
-1.0,423,183.548468
-1.0,573,195.500578
-1.0,645,196.703284
-1.0,825,198.256813
-1.0,404,210.045406
-1.0,402,210.799843
-1.0,510,211.786795
-1.0,496,212.734943
-1.0,492,224.723138
-1.0,372,225.417944
-1.0,581,226.500255
-1.0,384,227.210257
-1.0,690,239.535013
-1.0,521,240.510061
-1.0,317,241.097137
-1.0,1000,254.199717
-1.0,737,255.575327
-1.0,534,256.568654
-1.0,368,257.254761
-1.0,993,270.138191
-1.0,595,271.253713
-1.0,676,272.540023
-1.0,984,285.392002
-1.0,1000,287.262148
-1.0,566,299.328788
-1.0,380,300.036136
-1.0,634,301.212776
-1.0,532,302.204532
-1.0,338,313.900244
-1.0,1000,315.805068
-1.0,615,316.961995
-1.0,444,328.846978
-1.0,399,329.595938
-1.0,468,330.505325
-1.0,462,331.37765
-1.0,740,343.95487
-1.0,632,345.130476
-1.0,858,346.728048
-1.0,487,358.715947
-1.0,924,360.449068
-1.0,445,361.286829
-1.0,234,361.759603
-1.0,1000,374.80852
-1.0,518,375.7808
-1.0,495,376.710534
-1.0,578,388.912055
-1.0,941,390.673535
-1.0,336,391.302472
-1.0,423,392.096432
-1.0,499,404.141772
-1.0,806,405.65045
-1.0,466,406.520752
-1.0,695,418.930609
-1.0,312,419.520763
-1.0,1000,421.40846
-1.0,622,433.900998
-1.0,1000,435.770016
-1.0,437,436.581964
-1.0,624,448.914232
-1.0,685,450.200739
-1.0,426,451.002922
-1.0,475,451.90645
-1.0,422,463.768848
-1.0,709,465.100824
-1.0,541,466.111173
-1.0,562,467.1695
-1.0,350,478.905312
-1.0,603,480.035074
-1.0,437,480.852844
-1.0,593,481.964484
-1.0,684,494.392449
-1.0,604,495.522838
-1.0,888,497.199936
-1.0,714,509.627476
-1.0,682,510.917108
-1.0,600,512.039014
-1.0,535,524.067078
-1.0,908,525.769316
-1.0,630,526.941962
-1.0,720,539.408283
-1.0,824,540.95178
-1.0,418,541.736308
-1.0,458,554.079684
-1.0,863,555.693907
-1.0,822,557.236885
-1.0,844,570.385018
-1.0,424,571.178433
-1.0,1000,584.593595
-1.0,1000,586.464355
-1.0,492,587.386549
-1.0,956,600.261302
-1.0,816,601.796401
-1.0,665,614.114666
-1.0,884,615.769091
-1.0,737,617.150493
-1.0,472,629.115573
-1.0,651,630.342894
-1.0,997,632.225283
-1.0,811,644.804235
-1.0,587,645.905432
-1.0,693,647.195757
-1.0,640,659.498158
-1.0,835,661.062274
-1.0,604,662.190114
-1.0,668,674.718502
-1.0,650,675.932189
-1.0,961,677.750715
-1.0,685,690.121989
-1.0,762,691.540942
-1.0,671,703.863297
-1.0,503,704.807219
-1.0,591,705.913264
-1.0,457,706.773431
-1.0,653,719.108384
-1.0,774,720.554372
-1.0,734,721.938093
-1.0,566,734.286101
-1.0,483,735.216851
-1.0,513,736.186092
-1.0,625,737.377397
-1.0,521,749.501857
-1.0,544,750.515301
-1.0,910,752.218935
-1.0,565,764.357341
-1.0,694,765.658167
-1.0,763,767.080716
-1.0,1000,780.060219
-1.0,701,781.371292
-1.0,596,782.477874
-1.0,879,795.271026
-1.0,1000,797.157791
-1.0,806,809.790628
-1.0,778,811.239075
-1.0,708,823.660028
-1.0,667,824.901797
-1.0,540,825.91177
-1.0,764,827.346059
-1.0,593,839.555054
-1.0,703,840.869582
-1.0,748,842.292266
-1.0,473,854.477262
-1.0,895,856.148297
-1.0,676,857.413972
-1.0,1000,870.401349
-1.0,478,871.306682
-1.0,1000,884.282114
-1.0,594,885.392279
-1.0,617,886.550853
-1.0,513,898.680035
-1.0,879,900.356584
-1.0,1000,902.224632
-1.0,560,914.362946
-1.0,497,915.315757
-1.0,976,917.156298
-1.0,462,929.205939
-1.0,735,930.5839
-1.0,516,931.55458
-1.0,1000,944.489858
-1.0,687,945.800649
-1.0,837,947.375856
-1.0,975,960.309803
-1.0,639,961.501859
-1.0,580,973.790062
-1.0,639,974.975528
-1.0,595,976.079443
-1.0,903,988.882995
-1.0,703,990.184486
-1.0,882,991.826088
-1.0,662,1004.205654
-1.0,1000,1006.067883
-1.0,967,1018.982485
-1.0,721,1020.344774
-1.0,1000,1033.292907
-1.0,966,1035.096119
-1.0,870,1036.713698
-1.0,561,1048.83697
-1.0,771,1050.272357
-1.0,951,1063.093589
-1.0,677,1064.359474
-1.0,730,1065.719017
-1.0,630,1078.028667
-1.0,982,1079.854846
-1.0,792,1081.337105
-1.0,756,1093.899328
-1.0,397,1094.663235
