#{"t_start": 1760892457.5963044, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,112,0.228533
-1.0,85,0.398949
-1.0,89,0.567589
-1.0,110,0.778233
-1.0,95,0.959693
-1.0,87,1.126272
-1.0,86,1.290794
-1.0,90,1.460295
-1.0,77,1.60774
-1.0,82,1.76395
-1.0,144,2.037475
-1.0,62,2.154792
-1.0,71,2.291909
-1.0,85,2.455275
-1.0,119,2.681105
1.0,86,2.847677
-1.0,78,2.997092
-1.0,155,3.293998
-1.0,146,3.57142
-1.0,84,3.733843
-1.0,80,3.898055
-1.0,66,15.041886
-1.0,144,15.317547
-1.0,88,15.487049
-1.0,99,15.677197
-1.0,74,15.819913
-1.0,66,15.944397
-1.0,126,16.187147
-1.0,84,16.347352
-1.0,97,16.531341
-1.0,94,16.709083
-1.0,132,16.96042
-1.0,157,17.263044
-1.0,112,17.48071
-1.0,101,17.678051
-1.0,79,17.83069
-1.0,117,18.053467
-1.0,166,18.370705
-1.0,151,18.658487
-1.0,86,18.823634
-1.0,118,30.087033
-1.0,91,30.267771
-1.0,122,30.505597
-1.0,112,30.720693
-1.0,111,30.931774
-1.0,131,31.18291
-1.0,142,31.454164
-1.0,125,31.692827
-1.0,77,31.840492
-1.0,139,32.106428
-1.0,82,32.262989
-1.0,74,32.40461
-1.0,117,32.627836
-1.0,96,32.810397
-1.0,66,32.93728
-1.0,75,33.085029
-1.0,92,33.261688
-1.0,110,33.46969
-1.0,108,33.67886
-1.0,96,45.016915
-1.0,87,45.186316
-1.0,97,45.372687
-1.0,101,45.566666
-1.0,150,45.855489
-1.0,106,46.059466
-1.0,126,46.306034
-1.0,114,46.52439
-1.0,110,46.737773
-1.0,88,46.908076
-1.0,75,47.051632
-1.0,92,47.23221
-1.0,132,47.484468
-1.0,208,47.882759
-1.0,131,48.132931
-1.0,126,48.377675
-1.0,105,48.577308
-1.0,87,48.745056
-1.0,117,60.016526
-1.0,142,60.308418
-1.0,128,60.568627
-1.0,106,60.776593
-1.0,151,61.075527
-1.0,147,61.361711
-1.0,136,61.634437
-1.0,166,61.959481
-1.0,181,62.305325
-1.0,98,62.493303
-1.0,130,62.740092
-1.0,96,62.924659
-1.0,114,63.149281
-1.0,80,63.307662
-1.0,89,63.476577
-1.0,96,63.668362
-1.0,70,63.800492
-1.0,141,75.104555
-1.0,106,75.30455
-1.0,70,75.438494
