#{"t_start": 1759984711.5778384, "env_id": "CustomLunarLander-v0"}
r,l,t
-1.0,120,0.85351
-1.0,88,1.053871
-1.0,95,1.253681
-1.0,110,1.486728
-1.0,106,1.708129
-1.0,112,1.948429
-1.0,166,2.31604
-1.0,95,2.521122
-1.0,90,2.716301
-1.0,115,2.958385
-1.0,101,3.167222
-1.0,124,3.423647
-1.0,102,3.637714
-1.0,105,3.859926
-1.0,95,4.063693
-1.0,110,4.294846
1.0,38,4.381007
-1.0,108,4.624062
-1.0,93,4.823526
-1.0,105,16.061906
-1.0,115,16.293817
-1.0,129,16.556466
-1.0,100,16.76814
-1.0,86,16.946895
-1.0,98,17.15217
-1.0,145,17.453134
-1.0,106,17.671809
-1.0,132,17.936844
-1.0,114,18.186713
-1.0,123,18.442744
-1.0,91,18.634589
-1.0,99,18.834817
-1.0,110,19.063318
-1.0,87,19.238416
-1.0,103,19.457022
-1.0,120,19.711928
-1.0,135,19.999932
-1.0,106,20.226526
-1.0,100,31.488656
-1.0,90,31.683144
-1.0,92,31.877851
-1.0,89,32.075445
-1.0,87,32.266772
-1.0,110,32.501029
-1.0,119,32.759547
-1.0,106,32.988215
-1.0,103,33.222918
-1.0,104,33.44556
-1.0,107,33.673735
-1.0,147,34.001662
-1.0,95,34.202395
-1.0,117,34.446232
-1.0,125,34.726843
-1.0,111,34.959934
-1.0,95,35.164347
-1.0,91,35.363012
-1.0,125,35.637827
-1.0,89,46.768684
-1.0,91,46.961863
-1.0,98,47.159
-1.0,105,47.380249
-1.0,140,47.674634
-1.0,83,47.844643
-1.0,91,48.030129
-1.0,117,48.268352
-1.0,102,48.489344
-1.0,111,48.738287
-1.0,93,48.931308
-1.0,134,49.229745
-1.0,100,49.44539
1.0,101,49.654706
-1.0,89,49.835214
-1.0,113,50.065043
-1.0,86,50.239805
-1.0,148,50.553043
-1.0,106,50.780274
-1.0,92,50.96809
-1.0,114,62.133045
-1.0,108,62.363152
-1.0,106,62.602891
-1.0,111,62.834276
-1.0,104,63.069442
-1.0,127,63.339709
-1.0,100,63.549006
-1.0,115,63.799972
-1.0,85,63.991984
-1.0,107,64.235732
-1.0,92,64.45663
-1.0,108,64.68241
-1.0,124,64.942798
-1.0,89,65.130167
-1.0,165,65.47998
-1.0,103,65.697705
-1.0,103,65.928958
-1.0,120,66.189366
-1.0,101,77.368261
-1.0,134,77.662256
-1.0,97,77.878635
-1.0,138,78.183044
-1.0,147,78.502275
-1.0,114,78.735166
-1.0,153,79.046596
-1.0,132,79.320621
-1.0,118,79.57268
-1.0,108,79.813899
-1.0,129,80.089744
-1.0,159,80.418365
-1.0,143,80.715135
-1.0,138,81.00508
-1.0,139,81.290956
-1.0,214,92.614592
-1.0,147,92.922249
-1.0,113,93.16531
-1.0,97,93.372191
-1.0,120,93.62573
-1.0,167,93.967932
-1.0,127,94.238708
-1.0,94,94.448954
-1.0,302,95.063481
-1.0,104,95.273462
-1.0,163,95.600122
-1.0,152,95.906897
-1.0,123,96.158477
-1.0,111,96.37959
-1.0,112,96.599164
-1.0,198,107.888113
-1.0,104,108.102286
-1.0,123,108.354924
-1.0,187,108.743186
-1.0,164,109.082863
-1.0,506,110.204935
-1.0,128,110.454282
-1.0,161,110.767338
-1.0,183,111.136169
-1.0,304,111.73423
-1.0,327,123.41816
-1.0,1000,125.499507
-1.0,201,125.926103
-1.0,295,126.527645
-1.0,1000,139.533487
-1.0,199,139.919291
-1.0,1000,141.927913
-1.0,1000,155.145282
-1.0,1000,157.04128
-1.0,1000,169.864438
-1.0,1000,171.863203
-1.0,1000,184.684443
-1.0,1000,186.684696
-1.0,1000,199.512489
-1.0,1000,201.497704
-1.0,1000,214.370272
-1.0,1000,216.359621
-1.0,1000,229.490134
-1.0,1000,231.581264
-1.0,1000,244.67823
-1.0,1000,246.598936
-1.0,925,259.26311
-1.0,1000,261.146119
-1.0,1000,273.87407
-1.0,1000,275.871306
-1.0,1000,288.920585
-1.0,1000,290.866288
-1.0,1000,303.784178
-1.0,198,304.153948
-1.0,1000,306.013508
-1.0,162,306.312183
-1.0,155,306.595819
-1.0,550,318.592021
1.0,519,319.638993
-1.0,1000,321.668121
-1.0,1000,334.578283
-1.0,620,335.749624
-1.0,801,348.145238
-1.0,1000,350.171382
-1.0,1000,363.059472
-1.0,1000,365.04281
-1.0,1000,377.873153
-1.0,1000,379.853222
-1.0,1000,392.705162
-1.0,1000,394.601606
-1.0,1000,396.469612
-1.0,1000,409.264835
-1.0,464,410.165892
-1.0,1000,423.01229
-1.0,181,423.368541
-1.0,1000,425.297976
-1.0,242,425.758044
-1.0,1000,438.563246
-1.0,1000,440.430953
-1.0,1000,453.221325
-1.0,233,453.67199
-1.0,944,455.474159
-1.0,707,468.023942
-1.0,1000,469.905567
-1.0,1000,482.774183
-1.0,1000,484.654831
-1.0,1000,497.516469
-1.0,1000,499.381746
-1.0,1000,512.242885
-1.0,1000,514.138157
-1.0,1000,526.974472
-1.0,1000,528.851705
-1.0,1000,541.704394
-1.0,1000,543.590049
-1.0,1000,556.439754
-1.0,1000,558.315476
-1.0,1000,571.082971
-1.0,1000,572.951941
-1.0,1000,585.681289
-1.0,1000,587.620986
-1.0,1000,600.4559
-1.0,1000,602.343593
