#{"t_start": 1760915893.027656, "env_id": "CustomLunarLander-v0"}
r,l,t
-1414.96874,74,0.725461
-1111.979512,90,0.890595
-1701.29452,128,1.123658
-1283.014114,97,1.302578
-1310.274184,100,1.483957
-1606.504362,112,1.687182
-1601.202258,103,1.876955
-1401.889704,130,2.112273
-1189.963766,104,2.297394
-1086.100871,110,2.495251
-1076.98365,67,2.616129
-1290.912985,104,2.803122
-1523.615884,74,2.936572
-1253.269259,70,3.062237
-1520.880467,113,3.264808
-1631.375858,112,3.465593
-1133.6453,83,3.615026
-1208.994203,130,3.848935
-1358.739416,74,3.984165
-1154.362366,99,4.161057
-1559.464182,130,15.558716
-1383.048596,114,15.762053
-1255.969619,80,15.907048
-1545.381628,90,16.069345
-1428.260275,81,16.214491
-1434.077794,81,16.359576
-1147.937669,99,16.536391
-1384.604282,99,16.715044
-1442.517439,71,16.843389
-1337.944926,83,17.002646
-1309.204069,103,17.186877
-1310.148284,63,17.299853
-1355.38854,102,17.4825
-1133.734505,87,17.637844
-1444.194275,116,17.843968
-1199.639514,68,17.966394
-1156.553252,88,18.123557
-1626.33008,111,18.321635
-1822.183247,138,18.570002
-1534.165481,97,18.74414
-1282.541478,137,18.989001
-1335.345267,76,19.125551
-1118.913341,125,30.579417
-1421.419413,120,30.794397
-1820.277221,127,31.020411
-1669.356716,115,31.235094
-1436.930874,77,31.371816
-1360.560642,110,31.567385
-1179.215615,95,31.735897
-1108.167289,116,31.944021
-2081.264966,164,32.236528
-1199.77987,65,32.354359
-1297.690724,135,32.594447
-1708.778471,111,32.793304
-1411.186964,71,32.919904
-1572.965025,103,33.103223
-1383.748548,116,33.311301
-1060.144423,77,33.446775
-1250.690703,74,33.580819
-1953.283856,159,33.865684
-1316.086367,88,34.022776
-1465.188603,85,45.503903
-1319.58009,121,45.729231
-1102.459514,71,45.859725
-1868.600399,161,46.162423
-1273.556391,124,46.396599
-1208.030361,79,46.542649
-1349.967307,81,46.693871
-1594.599106,197,47.084517
-1368.355075,112,47.296548
-1305.262363,132,47.539318
-1271.261545,115,47.755329
-1414.367961,119,47.979753
-1727.106239,150,48.261782
-1205.678941,130,48.507067
-1315.058435,74,48.647491
-1160.267869,61,48.756348
-1136.422937,90,48.921415
-1619.062385,153,49.211442
-1454.332882,98,60.686499
-1151.828863,93,60.852953
-1064.499099,119,61.071131
-1495.691382,104,61.258591
-1304.411207,189,61.600136
-1200.228355,94,61.771096
-1254.416256,111,61.972457
-1308.782276,143,62.248378
-1445.50608,116,62.459181
-1190.632971,118,62.671223
-1193.001801,89,62.832724
-1393.076699,130,63.066824
-1073.343567,80,63.211082
-1171.59042,84,63.363261
-1153.287285,100,63.544808
-1543.049018,119,63.759526
-1426.313331,90,63.922468
-1199.080703,67,64.044978
-1282.022356,102,64.226647
-1322.033487,86,75.74481
-1170.528093,72,75.878016
-1394.621515,92,76.043804
-1470.14074,93,76.212421
-1241.987831,56,76.31451
-1707.915225,143,76.57011
-1409.153782,97,76.74672
-1107.023118,101,76.930617
-1201.985505,79,77.074727
-1168.568193,89,77.236491
-1346.479725,103,77.4211
-1075.055173,88,77.58009
-1527.525929,107,77.773066
-1140.287982,158,78.058765
-1295.291985,170,78.372522
-1200.692567,137,78.622339
-1143.630212,121,78.847209
-1447.713259,93,79.014968
-2025.552638,194,90.543805
-1224.673593,86,90.69944
-1111.664288,80,90.842706
-1197.677228,123,91.063235
-1304.861575,83,91.215823
-1423.936744,120,91.43093
-1613.64315,133,91.674848
-1389.061635,79,91.818639
-1855.790672,149,92.087592
-1212.420531,93,92.257883
-1184.278583,108,92.453563
-1124.740554,65,92.570893
-1246.125123,115,92.780232
