#{"t_start": 1760915893.034536, "env_id": "CustomLunarLander-v0"}
r,l,t
-1510.928255,79,0.729966
-1457.472955,109,0.927027
-1270.145517,75,1.063311
-1142.959423,102,1.251536
-1524.232354,123,1.475553
-1440.990105,146,1.742317
-1590.236452,108,1.9424
-1384.089282,74,2.073129
-1567.603515,110,2.269465
-1100.459228,86,2.424359
-1255.274356,139,2.674075
-1583.557768,88,2.833117
-2019.141846,167,3.132577
-1390.283766,76,3.269921
-1497.765588,111,3.468091
-1515.222808,100,3.647757
-1123.812451,181,3.975754
-1126.5053,100,4.155501
-1413.666153,98,15.495277
-1481.369742,102,15.67841
-1612.39968,98,15.854822
-1229.182363,65,15.971723
-1237.718215,124,16.194175
-1372.500381,102,16.376277
-1494.533788,113,16.580422
-1509.714339,97,16.75562
-1333.418227,72,16.890355
-1170.660827,76,17.02992
-1503.609701,150,17.299412
-1563.973881,172,17.606191
-1431.551018,74,17.737351
-1434.605124,102,17.919988
-1344.775993,124,18.142115
-1651.354291,129,18.374197
-1557.636873,110,18.57124
-1224.967914,118,18.783179
-1380.928513,115,18.98847
-1182.37615,81,19.134232
-1363.823472,130,30.596287
-1325.649127,95,30.766411
-1326.019588,96,30.937888
-1182.88403,116,31.150532
-1227.328703,159,31.438337
-1165.277117,128,31.664295
-1243.642624,135,31.904593
-1418.023994,104,32.090889
-1435.84538,88,32.248484
-1229.44187,76,32.385878
-1817.532009,129,32.615445
-1196.636143,82,32.761827
-1859.258266,132,32.998473
-1140.654728,88,33.155294
-1845.53134,155,33.429204
-1417.173699,97,33.604512
-1114.179681,96,33.777151
-1167.427867,79,33.918786
-1303.687912,131,45.481682
-1421.923177,90,45.646475
-1412.92831,103,45.838086
-1477.47253,85,45.998021
-1522.57126,133,46.249414
-1190.582384,130,46.490675
-1211.766122,81,46.642656
-1382.27679,87,46.805068
-1237.774131,94,46.981427
-1306.560335,73,47.143641
-1498.026237,136,47.394104
-1094.870749,81,47.544255
-1280.232299,83,47.699357
-1226.691255,81,47.851664
-1464.460341,108,48.056554
-1116.328631,96,48.236143
-1559.698552,128,48.478663
-1067.256223,72,48.614021
-1137.636315,100,48.794983
-1430.320338,83,48.947443
-1287.278572,143,60.517112
-1360.687394,78,60.658377
-1310.248152,101,60.839386
-1396.42911,93,61.010659
-1253.960512,83,61.160876
-1357.093271,105,61.350938
-1596.613674,108,61.545723
-1113.449619,96,61.719963
-1674.790122,127,61.950408
-1664.480854,129,62.200978
-1145.803882,117,62.412998
-1139.759918,99,62.591566
-1293.061682,97,62.766845
-1485.028993,91,62.930229
-1092.794551,75,63.066424
-1404.044005,95,63.238919
-1388.272627,78,63.378518
-1679.605859,137,63.625764
-1182.582234,157,63.910619
-1131.687082,99,64.090485
-1339.637255,137,75.698215
-1517.311061,91,75.866174
-1482.423097,170,76.171614
-1233.133239,76,76.311948
-1337.423399,73,76.442183
-1260.860263,82,76.588613
-1676.36811,159,76.880043
-1431.303384,112,77.084115
-1168.309599,146,77.346867
-1281.399288,91,77.511196
-1215.029485,78,77.651923
-1163.435919,84,77.802167
-1366.403576,102,77.987025
-1190.079017,68,78.111402
-1502.619893,155,78.398548
-1300.247865,124,78.623663
-1204.072269,74,78.758247
-1150.40454,124,78.986064
-1273.257188,95,79.160689
-1098.455352,91,90.501702
-1316.471294,175,90.816041
-1710.162017,190,91.161715
-1464.742865,135,91.40274
-1098.702915,90,91.564212
-1195.897843,121,91.78899
-1624.125941,126,92.014556
-1106.989385,81,92.16346
-1538.872651,138,92.414167
-1569.796086,122,92.63572
-1346.361779,166,92.935358
-1256.622542,121,93.167179
-1331.123802,54,93.267394
-1755.837707,140,93.519532
