#{"t_start": 1760915893.0256152, "env_id": "CustomLunarLander-v0"}
r,l,t
-1235.053756,77,0.733963
-1606.82824,117,0.946437
-1214.434545,78,1.087526
-1245.495748,113,1.296733
-1637.055986,147,1.564827
-1397.372612,98,1.742043
-1558.231527,141,2.000936
-1386.534975,89,2.161046
-1386.648056,95,2.329651
-1243.270523,98,2.506389
-1225.989685,62,2.6176
-1068.495853,72,2.747384
-1175.582462,131,2.982167
-1357.855293,116,3.192233
-1224.436536,85,3.3437
-1310.418985,102,3.525868
-1417.903331,81,3.672281
-1292.057819,136,3.917158
-1257.137479,104,4.104899
-1255.471053,81,4.251464
-1380.199549,140,15.667084
-1665.023116,111,15.866739
-1755.15693,140,16.118035
-1241.402137,119,16.331349
-1332.700867,60,16.439707
-1357.357827,105,16.629102
-1475.405929,101,16.81005
-1330.21096,82,16.964777
-1445.396348,76,17.103924
-1057.785668,89,17.261829
-1140.145896,109,17.456342
-1343.70674,95,17.627079
-1232.910735,123,17.845506
-1721.487014,138,18.092992
-1550.53833,98,18.267076
-1393.635536,115,18.475034
-1120.543553,90,18.6363
-1284.497124,105,18.823877
-1291.75484,92,18.988827
-1177.976053,77,19.127133
-1189.509413,99,30.534079
-1383.785004,96,30.706697
-1144.412751,92,30.87027
-1151.21605,83,31.018459
-1563.611612,108,31.218755
-1479.764677,110,31.417274
-1195.408499,102,31.59814
-1544.964452,105,31.78604
-1147.224737,76,31.920743
-1161.732682,87,32.076352
-1348.080596,104,32.262542
-1264.010294,84,32.41296
-1553.442583,115,32.617905
-1218.889824,120,32.832861
-1410.261961,97,33.006376
-1260.670264,80,33.148533
-1218.98916,139,33.395004
-1389.977159,102,33.57866
-1305.551005,122,33.797565
-1547.377402,103,33.981176
-1149.728904,79,45.452248
-1160.227418,81,45.598811
-1330.529733,61,45.7135
-1326.449276,141,45.975459
-1153.747279,100,46.16395
-1398.395422,100,46.352453
-1789.571992,183,46.693577
-1420.914976,110,46.897865
-1266.583993,136,47.179478
-1244.361142,140,47.436945
