#{"t_start": 1760851649.5873635, "env_id": "CustomLunarLander-v0"}
r,l,t
-1052.738234,92,0.979936
-1185.237719,94,1.860655
-1108.841036,68,2.478165
-1317.88518,144,3.78006
-1549.62032,120,4.861204
-1353.909785,72,5.510583
-1126.323867,119,6.586219
-1404.265965,67,7.207923
-1242.976134,112,8.233711
-1126.687354,51,8.709327
-1469.963666,129,10.202193
-1567.71688,96,11.580658
-1381.649838,110,13.191382
-1198.316149,204,16.181377
-1644.049154,122,17.927029
-1207.726695,147,20.113926
-1145.132752,79,21.327193
-1102.152462,71,22.371764
-1435.380222,83,23.619931
-1162.889231,95,25.047867
-1367.13434,111,26.678809
-1431.770207,96,28.060462
-1114.293504,169,30.614932
-1118.581516,117,32.30609
-1187.198326,98,33.708544
-1423.607817,106,35.235808
-1305.677813,84,36.436656
-1132.667082,77,37.61787
-1161.063807,81,38.844902
-1177.72903,99,40.337986
-1438.894317,87,41.645353
-1255.171448,194,44.587024
-1375.418181,94,45.974844
-1369.578163,109,47.63303
-1140.682488,109,49.265838
-1370.540222,95,50.702241
-1186.841109,88,52.05373
-1179.080301,91,53.396585
-1097.980712,80,54.611997
-1147.457057,80,55.827068
-1519.670188,111,57.56812
-1349.953339,93,58.973074
-1180.709319,116,60.75935
-1288.25656,82,61.966152
-1060.701982,41,62.58132
-1158.306502,110,64.290767
-1104.324577,98,65.904749
-1624.956628,105,67.601861
-1278.913621,65,68.580182
-1250.634312,88,69.925836
-1115.808032,65,70.930216
-1095.580886,63,71.8793
-1186.097758,210,75.225439
-1071.295133,80,76.503997
-1315.619886,70,77.596484
-1320.508996,106,79.198462
-1379.254542,105,80.872852
-1095.832785,66,81.925111
-1161.941877,79,83.143056
-1518.694365,77,84.316079
-1114.233092,69,85.36672
-1341.474245,97,86.944957
-1129.99078,80,88.266268
-1473.306004,85,89.558222
-1199.306918,57,90.478382
-1256.836525,112,92.191134
-1197.290819,96,93.653262
-1114.719457,164,96.121838
-1191.223502,77,97.305352
-1407.846789,467,104.628179
-1101.227341,62,105.57247
-1138.192868,73,106.715928
-1279.394366,72,107.858268
-1241.9053,86,109.159603
-1244.761674,70,110.227638
-1119.282094,72,111.304833
-1127.430625,113,113.022925
-1455.1619,118,114.837531
-1249.064746,79,116.065186
-1243.914122,80,117.313704
-1258.592095,65,118.436459
-1249.557115,85,119.82042
-1110.797415,91,121.275059
-1251.470882,81,122.50413
-1258.426983,79,123.788337
-1117.213298,80,125.128592
-1166.213744,80,126.589183
-1215.939415,94,128.072562
-1375.319636,105,129.663985
-1135.395506,62,130.654484
-1711.338437,794,142.628659
-1129.893459,77,143.842549
-1218.2703,152,146.222143
-1174.75505,111,147.89451
-1264.574006,68,148.921169
-1124.739432,84,150.218344
-560.159796,1000,165.43323
-1141.063726,123,167.251504
-1081.380257,77,168.390097
-1187.031697,97,169.872973
-1270.261502,85,171.194504
-1263.698389,256,175.025355
-1234.991353,61,175.948553
931.092891,217,179.212338
-1139.630867,103,180.791646
-1137.484708,95,182.262073
-1115.37806,103,183.897879
-1117.891909,88,185.2659
-1239.349921,76,186.426294
-1346.748329,133,188.508904
-1067.30869,38,189.087693
-1426.228762,108,190.726366
-1068.032698,39,191.331163
-1306.915847,138,193.455423
-1113.258453,92,194.950603
-1321.870628,95,196.418413
-1199.339082,97,197.91224
-1265.457935,101,199.47048
-1235.352658,109,201.131985
-1318.624067,104,202.783571
-1057.758958,50,203.549587
-1217.900145,85,204.84816
-1215.507609,102,206.384596
-1191.329178,73,207.511417
-1235.449368,66,208.520947
-1123.510679,101,210.07125
-1214.653637,52,210.873456
-1242.403588,92,212.276974
-1207.994376,101,213.8202
-1081.402522,56,214.666405
836.359984,93,216.099396
-1249.832992,178,218.739502
-1209.078598,43,219.380288
-1371.690926,127,221.330474
-1167.277379,89,222.711088
-1084.244315,69,223.752105
-1207.604519,110,225.428826
-1260.112118,88,226.779132
-1168.564281,116,228.549019
-1460.650535,240,232.290169
-1099.572889,158,234.692729
