#{"t_start": 1760851649.5506933, "env_id": "CustomLunarLander-v0"}
r,l,t
-1493.429791,113,1.212453
-1322.879259,155,2.639969
-1286.16568,52,3.109067
-1176.655227,61,3.662081
-1217.552204,71,4.303324
-1442.322231,107,5.268631
-1222.72372,93,6.099574
-1724.507972,113,7.140682
-1555.275473,116,8.200512
-1228.298604,82,8.96322
-1389.342666,112,10.337558
-1540.197603,113,11.96011
-1348.069778,83,13.181345
-1980.068126,171,15.702196
-1086.971325,83,16.884788
-1224.309463,93,18.229539
-1319.58514,123,20.053791
-1459.746747,104,21.643928
-1144.716899,49,22.361642
-1582.912878,107,23.969438
-1261.431573,99,25.45346
-1107.478109,93,26.814605
-1167.929913,88,28.079942
-1829.504637,184,30.854437
-1162.641764,220,34.020494
-1215.841608,75,35.088285
-1230.977136,172,37.632836
-1272.75935,93,39.04247
-1343.242141,122,40.887481
-1409.756139,118,42.659754
-1410.23247,114,44.394005
-1177.767781,83,45.630558
-1269.288317,117,47.399103
-1350.250321,102,48.937909
-1233.97861,103,50.483694
-1424.372554,153,52.794356
-1086.752486,74,53.89626
-1136.287302,85,55.18392
-1233.30902,77,56.400466
-1166.976485,69,57.468317
-1347.19715,69,58.51114
-1187.509899,94,59.966268
-1308.451227,110,61.605582
-1144.852999,73,62.692017
-1183.091824,59,63.58813
-1142.949008,106,65.32048
-1242.038,66,66.409938
-1195.238576,79,67.667124
-1100.852077,93,69.060622
-1255.460432,100,70.607471
-1162.126074,43,71.268695
-1133.849842,101,72.794898
-1197.698716,79,74.09831
-1102.639244,68,75.180287
-1194.440863,67,76.249366
-1171.016217,78,77.460782
-1156.510282,48,78.213478
-1241.514116,73,79.313131
-1535.042747,88,80.708676
-1204.584407,74,81.895039
-1261.419318,139,84.032591
-1192.915004,95,85.482589
-1144.957291,92,86.978316
-1295.059388,113,88.797411
-1287.420229,100,90.37575
-1252.660016,103,91.94813
-1314.526416,106,93.565784
-1098.446529,88,94.87924
-1079.468125,87,96.202602
-1207.588976,154,98.606751
-1122.886877,73,99.782453
-1077.218793,86,101.138587
-1272.08674,141,103.315072
-1284.379758,258,107.313091
-1138.193397,90,108.71155
-1073.872743,83,109.978548
